district_code,district_name,state_code,state_name,complex_code,court_name,est_code,cino,case_no,fil_no,fil_year,reg_no,reg_year,type_name,date_of_decision,date_of_filing,dt_regis,disp_name,disp_nature
2,Shahdara,26,Delhi,1,"District and Sessions Judge, Shahdara, KKD",DLSH01,DLSH010054402019,202300004032019,2847,2019,403,2019,SC,2020-03-06,2019-08-20,2019-08-20,P.O. CONSIGNED,12
2,Shahdara,26,Delhi,1,"District and Sessions Judge, Shahdara, KKD",DLSH01,DLSH010013312018,202300000902018,648,2018,90,2018,SC,2019-12-07,2018-02-27,2018-02-27,P.O. CONSIGNED,12
2,Shahdara,26,Delhi,1,"District and Sessions Judge, Shahdara, KKD",DLSH01,DLSH010069192019,202300005052019,3636,2019,505,2019,SC,2019-10-18,2019-10-18,2019-10-18,P.O. CONSIGNED,12
2,Shahdara,26,Delhi,1,"District and Sessions Judge, Shahdara, KKD",DLSH01,DLSH010053312018,202300004162018,2531,2018,416,2018,SC,2019-03-13,2018-08-09,2018-08-10,P.O. CONSIGNED,12
2,Shahdara,26,Delhi,1,"District and Sessions Judge, Shahdara, KKD",DLSH01,DLSH010019962015,202300007282016,24798,2015,728,2016,SC,2020-01-23,2015-07-16,2015-07-16,QUASHED,17
2,Shahdara,26,Delhi,1,"District and Sessions Judge, Shahdara, KKD",DLSH01,DLSH010078762019,202300005522019,4102,2019,552,2019,SC,2019-12-05,2019-12-05,2019-12-05,P.O. CONSIGNED,12
2,Shahdara,26,Delhi,1,"District and Sessions Judge, Shahdara, KKD",DLSH01,DLSH010070172018,202300005252018,3384,2018,525,2018,SC,2019-10-22,2018-10-16,2018-10-18,QUASHED,17
2,Shahdara,26,Delhi,1,"District and Sessions Judge, Shahdara, KKD",DLSH01,DLSH010030772017,202300001532017,1611,2017,153,2017,SC,2019-11-28,2017-05-11,2017-05-11,P.O. CONSIGNED,12
2,Shahdara,26,Delhi,1,"District and Sessions Judge, Shahdara, KKD",DLSH01,DLSH010020262018,202300001352018,941,2018,135,2018,SC,2019-11-22,2018-03-27,2018-03-27,P.O. CONSIGNED,12
2,Shahdara,26,Delhi,1,"District and Sessions Judge, Shahdara, KKD",DLSH01,DLSH010006252017,202300000342017,303,2017,34,2017,SC,2019-12-24,2017-01-27,2017-01-27,QUASHED,17
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010080742017,202300005552017,4819,2017,555,2017,SC,2019-11-15,2017-10-12,2017-10-17,P.O. CONSIGNED,12
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010011192015,202300072132016,12962,2015,7213,2016,SC,2020-02-13,2015-04-13,2015-07-09,QUASHED,17
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010087992017,206900018852017,5231,2017,1885,2017,Bail Matters,2017-11-13,2017-11-10,2017-11-10,DISMISSED AS WITHDRAWN  AS SATISFIED,51
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010001472013,202300066402016,33453,2013,6640,2016,SC,2020-02-10,2013-11-22,2015-05-28,P.O. CONSIGNED,12
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010028442018,202300002462018,1456,2018,246,2018,SC,2018-11-17,2018-04-23,2018-05-02,P.O. CONSIGNED,12
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010015492017,202300000662017,841,2017,66,2017,SC,2018-11-03,2017-02-21,2017-02-22,P.O. CONSIGNED,12
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010049342019,206900013802019,2876,2019,1380,2019,Bail Matters,2019-07-26,2019-07-23,2019-07-23,DISMISSED AS WITHDRAWN  AS SATISFIED,51
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010030242017,202300002012017,1646,2017,201,2017,SC,2017-08-05,2017-04-11,2017-04-11,TRANSFERED,69
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010019652017,202300001282017,1071,2017,128,2017,SC,2019-09-11,2017-03-07,2017-03-07,DEATH,48
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010018462018,202300001762018,916,2018,176,2018,SC,2018-09-20,2018-03-15,2018-03-15,TRANSFERED,69
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010003612014,202300066792016,6574,2014,6679,2016,SC,2019-12-11,2014-02-18,2015-07-27,P.O. CONSIGNED,12
1,North East,26,Delhi,1,"District and Sessions Judge, North-East, KKD",DLNE01,DLNE010029372019,202300002332019,1365,2019,233,2019,SC,2019-08-05,2019-07-25,2019-07-25,ADJOURNED SINEDIE,41
1,North East,26,Delhi,1,"District and Sessions Judge, North-East, KKD",DLNE01,DLNE010050042018,202300003872018,2600,2018,387,2018,SC,2019-03-12,2018-11-29,2018-11-29,P.O. CONSIGNED,12
1,North East,26,Delhi,1,"District and Sessions Judge, North-East, KKD",DLNE01,DLNE010033002018,202300002492018,1707,2018,249,2018,SC,2018-09-17,2018-08-01,2018-08-01,P.O. CONSIGNED,12
1,North East,26,Delhi,1,"District and Sessions Judge, North-East, KKD",DLNE01,DLNE010043952018,202300003332018,2265,2018,333,2018,SC,2018-12-05,2018-10-16,2018-10-16,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010007032014,202300579532016,22810,2014,57953,2016,SC,2018-06-08,2014-07-24,2014-05-21,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010031842018,202300002012018,1210,2018,201,2018,SC,2018-12-22,2018-04-03,2018-04-04,QUASHED,17
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010081232017,202300003862017,2867,2017,386,2017,SC,2018-12-03,2017-07-10,2017-07-10,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010103342016,202300592542016,19254,2016,59254,2016,SC,2019-10-31,2016-09-08,2016-09-08,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010050952017,202300002182017,1604,2017,218,2017,SC,2018-12-01,2017-04-22,2017-04-22,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010111672018,202300008652018,4721,2018,865,2018,SC,2019-02-25,2018-12-06,2018-12-06,QUASHED,17
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010120992016,202300593332016,19969,2016,59333,2016,SC,2017-02-04,2016-10-26,2016-10-26,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010001552015,202300573612016,4295,2015,57361,2016,SC,2019-11-11,2015-01-31,2015-01-05,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010096092018,202300007202018,4020,2018,720,2018,SC,2018-12-15,2018-10-16,2018-10-16,QUASHED,17
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010080082016,202300591162016,18324,2016,59116,2016,SC,2018-03-24,2016-07-05,2016-07-05,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010030432018,202300001892018,1160,2018,189,2018,SC,2019-02-23,2018-03-28,2018-03-28,QUASHED,17
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010034332018,202300002062018,1283,2018,206,2018,SC,2020-02-03,2018-04-09,2018-04-09,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010062822018,202300004452018,2631,2018,445,2018,SC,2018-08-25,2018-07-09,2018-07-09,PROCEEDINGS STOPPED,47
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010077772019,202300004752019,2776,2019,475,2019,SC,2020-01-07,2019-08-13,2019-08-13,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010016662015,202300585302016,16327,2015,58530,2016,SC,2020-02-24,2015-05-05,2015-05-02,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010002292013,202300574382016,28479,2013,57438,2016,SC,2017-11-30,2013-10-01,2013-10-11,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010078202017,202300003792017,2744,2017,379,2017,SC,2019-03-30,2017-07-04,2017-07-06,QUASHED,17
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010114202016,202300593002016,19734,2016,59300,2016,SC,2018-09-22,2016-10-07,2016-10-07,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010112152017,202300006032017,4120,2017,603,2017,SC,2018-04-07,2017-10-09,2017-10-09,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010008702015,202300581752016,21751,2015,58175,2016,SC,2018-10-23,2015-06-04,2015-06-04,PROBATION GRANTED,43
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010060232016,202300590082016,17649,2016,59008,2016,SC,2016-05-13,2016-05-13,2016-05-13,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010107512017,202300005562017,3898,2017,556,2017,SC,2018-07-30,2017-09-20,2017-09-20,COMPROMISED,21
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010035032016,202300589022016,9897,2016,58902,2016,SC,2018-01-20,2016-02-25,2016-02-24,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010097872018,202300007492018,4103,2018,749,2018,SC,2018-12-01,2018-10-23,2018-10-23,P.O. CONSIGNED,12
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010001612015,202300573682016,4294,2015,57368,2016,SC,2019-01-31,2015-01-31,2015-01-09,QUASHED,17
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040026352018,203300000332018,1948,2018,33,2018,M.,2020-02-20,2018-05-17,2018-05-17,DISMISSED AS COMPROMISED,38
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010021012019,202300001612019,863,2019,161,2019,SC,2020-01-15,2019-03-12,2019-03-12,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040002162017,203300000082017,152,2017,8,2017,M.,2017-03-31,2017-01-16,2017-01-25,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040024472017,203300000342017,1773,2017,34,2017,M.,2018-04-18,2017-09-18,2017-09-18,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010125082018,202300008302018,5819,2018,830,2018,SC,2019-07-29,2018-11-17,2018-12-01,QUASHED,17
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010119322017,202300008052017,5910,2017,805,2017,SC,2018-02-08,2017-12-01,2017-12-05,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010000962017,202300000152017,47,2017,15,2017,SC,2017-09-07,2017-01-04,2017-01-04,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010093992019,202300008282019,4577,2019,828,2019,SC,2020-02-20,2019-09-30,2019-10-04,DEFENDANT / RESPONDENT / ACCUSED DIED,48
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010027542017,207000008692017,1268,2017,869,2017,Bail Matters,2017-03-22,2017-03-21,2017-03-21,DECREED,15
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040020452017,203300000262017,1493,2017,26,2017,M.,2017-12-01,2017-04-22,2017-04-22,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010036432016,202300532552016,18234,2016,53255,2016,SC,2018-02-26,2016-06-06,2016-06-07,PLEAD GUILTY,24
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040016182017,203500000152017,1185,2017,15,2017,Misc.,2018-04-25,2017-05-31,2017-05-31,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010035692017,202300002362017,1678,2017,236,2017,SC,2018-05-26,2017-04-12,2017-04-13,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010123182017,202300008372017,6070,2017,837,2017,SC,2018-05-19,2017-12-13,2017-12-18,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010042392017,202300002762017,2014,2017,276,2017,SC,2018-05-11,2017-04-28,2017-04-29,QUASHED,17
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040015922017,203300000182017,1165,2017,18,2017,M.,2018-09-07,2017-05-19,2017-05-19,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040024572016,203300560222016,18463,2016,56022,2016,M.,2017-05-11,2016-09-28,2016-09-28,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010115592017,202300007642017,5714,2017,764,2017,SC,2019-12-21,2017-11-21,2017-11-21,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010095112019,202300008312019,4632,2019,831,2019,SC,2020-02-13,2019-10-04,2019-10-04,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010043612017,202300002812017,2063,2017,281,2017,SC,2018-02-17,2017-05-01,2017-05-02,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040031892017,203300000452017,2315,2017,45,2017,M.,2017-12-12,2017-07-24,2017-07-24,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010073432018,202300004352018,3397,2018,435,2018,SC,2019-12-24,2018-07-09,2018-07-09,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010103892016,202300537362016,21791,2016,53736,2016,SC,2019-05-25,2016-12-23,2016-12-23,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040022482018,203300000242018,1665,2018,24,2018,M.,2018-07-11,2018-07-11,2018-07-11,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010065332018,202300004042018,2943,2018,404,2018,SC,2019-02-02,2018-06-06,2018-06-15,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010062392016,202300534212016,19522,2016,53421,2016,SC,2019-04-06,2016-08-22,2016-08-23,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010096252019,202300009332019,4694,2019,933,2019,SC,2020-01-25,2019-10-10,2019-10-10,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010033582019,202300003442019,1520,2019,344,2019,SC,2019-12-07,2019-04-04,2019-04-11,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010109532017,202300007022017,5421,2017,702,2017,SC,2019-11-28,2017-11-06,2017-11-06,CONTESTED,19
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040021542017,203500000172017,1572,2017,17,2017,Misc.,2017-12-05,2017-08-09,2017-08-25,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010123482017,202300008392017,6087,2017,839,2017,SC,2018-12-04,2017-12-13,2017-12-18,QUASHED,17
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010084112016,202300535812016,20685,2016,53581,2016,SC,2017-09-14,2016-10-21,2016-10-22,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010018562018,202300001422018,851,2018,142,2018,SC,2019-07-27,2018-02-20,2018-02-28,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040015092017,203300000162017,1103,2017,16,2017,M.,2017-09-09,2017-06-05,2017-06-06,COMPROMISED,21
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040000012008,203300559272016,65331,2008,55927,2016,M.,2019-09-21,2008-10-03,2008-10-03,SINE-DIE,11
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010036612019,202300003612019,1665,2019,361,2019,SC,2019-12-21,2019-04-11,2019-04-15,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010021872016,202300531312016,17681,2016,53131,2016,SC,2020-03-03,2016-05-03,2016-05-04,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040016402016,203300560132016,17863,2016,56013,2016,M.,2016-10-07,2016-07-05,2016-07-05,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010068002016,202300534602016,19819,2016,53460,2016,SC,2019-11-08,2016-09-05,2016-09-06,PROBATION GRANTED,43
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040027762016,203500000042016,18685,2016,4,2016,Misc.,2017-05-16,2016-09-05,2016-11-04,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010041712018,202300002502018,1954,2018,250,2018,SC,2019-04-06,2018-04-19,2018-04-19,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040017422016,203300560152016,17932,2016,56015,2016,M.,2017-05-15,2016-03-23,2016-07-15,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010034352017,202300002212017,1598,2017,221,2017,SC,2018-04-28,2017-04-10,2017-04-10,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010043552016,202300532892016,18628,2016,53289,2016,SC,2016-09-19,2016-07-02,2016-07-05,QUASHED,17
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010035422017,202300002312017,1661,2017,231,2017,SC,2017-09-06,2017-04-12,2017-04-13,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010075432019,202300006732019,3621,2019,673,2019,SC,2020-01-25,2019-08-06,2019-08-09,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010062202016,202300534232016,19506,2016,53423,2016,SC,2019-02-07,2016-08-22,2016-08-23,QUASHED,17
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040005892017,203500000032017,427,2017,3,2017,Misc.,2017-10-16,2017-02-20,2017-03-06,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010006552018,202300000622018,321,2018,62,2018,SC,2019-07-20,2018-01-19,2018-01-24,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040012632017,203500000092017,919,2017,9,2017,Misc.,2018-04-11,2017-05-09,2017-05-09,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040014142016,203300560092016,17691,2016,56009,2016,M.,2017-11-02,2016-05-28,2016-05-30,RESTORATION,16
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010009682017,202300000672017,462,2017,67,2017,SC,2018-02-24,2017-02-01,2017-02-01,P.O. CONSIGNED,12
3,East,26,Delhi,1,"District and Sessions Judge, East, KKD",DLET01,DLET010100062017,202300005302017,3458,2017,530,2017,SC,2020-01-28,2017-08-28,2017-08-28,QUASHED,17
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010005292018,202300000412018,266,2018,41,2018,SC,2019-02-02,2018-01-16,2018-01-16,P.O. CONSIGNED,12
5,North West,26,Delhi,1,"District and Sessions Judge, North-West, RHC",DLNW01,DLNW010037802018,202300002282018,1758,2018,228,2018,SC,2019-05-07,2017-08-25,2018-04-10,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040027092016,203500000032016,18643,2016,3,2016,Misc.,2017-09-08,2016-07-18,2016-10-26,RESTORATION,16
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010076212017,202300004162017,3084,2017,416,2017,SC,2019-11-16,2017-07-12,2017-07-13,P.O. CONSIGNED,12
3,East,26,Delhi,1,"District and Sessions Judge, East, KKD",DLET01,DLET010097852018,202300033432018,6229,2018,3343,2018,SC,2019-12-18,2018-12-24,2018-12-24,QUASHED,17
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010005542014,202304405052016,22648,2014,440505,2016,SC,2019-12-21,2014-09-18,2014-09-19,P.O. CONSIGNED,12
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020046812015,202104267502016,15653,2015,426750,2016,Cr. Case,2017-07-10,2015-10-26,2015-10-26,SETTLED IN LOK ADALAT,40
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020180242017,203900001192017,17999,2017,119,2017,EX CRIMINAL,2018-04-25,2017-07-07,2017-07-10,SATISFIED,14
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010192982018,202300010002018,30903,2018,1000,2018,SC,2019-11-16,2018-11-17,2018-11-19,SINE-DIE,11
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010128932018,202300005012018,24650,2018,501,2018,SC,2018-09-18,2018-07-05,2018-07-07,P.O. CONSIGNED,12
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010005562016,202304404232016,3105,2016,440423,2016,SC,2019-11-08,2016-02-08,2016-02-09,P.O. CONSIGNED,12
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010172442018,202300007932018,29937,2018,793,2018,SC,2019-02-06,2018-09-27,2018-09-28,P.O. CONSIGNED,12
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020045342016,202104273462016,6392,2016,427346,2016,Cr. Case,2017-07-10,2016-03-22,2016-03-23,SETTLED IN LOK ADALAT,40
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010190682018,202300009862018,30779,2018,986,2018,SC,2019-11-23,2018-11-13,2018-11-14,P.O. CONSIGNED,12
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010174052018,202300008062018,29997,2018,806,2018,SC,2019-12-20,2018-10-01,2018-10-03,QUASHED,17
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020045132016,202104273082016,6001,2016,427308,2016,Cr. Case,2017-07-10,2016-03-17,2016-03-18,SETTLED IN LOK ADALAT,40
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020024452016,202104250442016,3411,2016,425044,2016,Cr. Case,2016-07-23,2016-02-11,2016-02-12,PLEAD GUILTY,24
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010112762018,202300003952018,22123,2018,395,2018,SC,2019-03-28,2018-05-30,2018-05-31,PLEAD GUILTY,24
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020046432015,202104267152016,15652,2015,426715,2016,Cr. Case,2017-04-11,2015-10-26,2015-10-26,SETTLED IN LOK ADALAT,40
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010005022019,202300000212019,154,2019,21,2019,SC,2019-11-30,2019-01-10,2019-01-11,P.O. CONSIGNED,12
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010170312018,202300007772018,29867,2018,777,2018,SC,2019-03-22,2018-09-24,2018-09-25,PLEAD GUILTY,24
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010206572018,202300010932018,31491,2018,1093,2018,SC,2019-12-19,2018-12-17,2018-12-18,QUASHED,17
8,Central,26,Delhi,1,"District and Sessions Judge, Central, THC",DLCT01,DLCT010169312018,202300010442018,6931,2018,1044,2018,SC,2019-05-30,2018-12-14,2018-12-14,SINE-DIE,11
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010128942018,202300005002018,24651,2018,500,2018,SC,2019-05-31,2018-07-05,2018-07-07,PLEAD GUILTY,24
11,South East,26,Delhi,1,"District and Sessions Judge, South-East, Saket",DLSE01,DLSE010049542017,202300002712017,1985,2017,271,2017,SC,2018-10-11,2017-07-04,2017-07-04,QUASHED,17
11,South East,26,Delhi,1,"District and Sessions Judge, South-East, Saket",DLSE01,DLSE010012552019,202300000802019,567,2019,80,2019,SC,2019-09-07,2019-02-18,2019-02-18,TRANSFERRED,69
11,South East,26,Delhi,1,"District and Sessions Judge, South-East, Saket",DLSE01,DLSE010050132018,202300002482018,1993,2018,248,2018,SC,2019-10-09,2018-06-01,2018-06-07,QUASHED,17
11,South East,26,Delhi,1,"District and Sessions Judge, South-East, Saket",DLSE01,DLSE010074622018,202300004352018,3142,2018,435,2018,SC,2018-10-31,2018-09-10,2018-09-11,QUASHED,17
11,South East,26,Delhi,1,"District and Sessions Judge, South-East, Saket",DLSE01,DLSE010019042019,202300001282019,845,2019,128,2019,SC,2019-05-01,2019-03-15,2019-03-15,SINE-DIE,11
8,Central,26,Delhi,1,"District and Sessions Judge, Central, THC",DLCT01,DLCT010034552015,202300281822016,65392,2015,28182,2016,SC,2019-02-18,2015-11-21,2015-11-21,SINE-DIE,11
8,Central,26,Delhi,1,"District and Sessions Judge, Central, THC",DLCT01,DLCT010066772018,202300003662018,2502,2018,366,2018,SC,2019-11-02,2018-05-17,2018-05-17,SINE-DIE,11
8,Central,26,Delhi,1,"District and Sessions Judge, Central, THC",DLCT01,DLCT010178552017,202300008722017,6799,2017,872,2017,SC,2018-08-25,2017-11-29,2017-11-29,SINE-DIE,11
9,West,26,Delhi,1,"District and Sessions Judge, West, THC",DLWT01,DLWT010032532017,202300002352017,1712,2017,235,2017,SC,2018-03-27,2017-04-13,2017-04-13,PLEAD GUILTY,24
9,West,26,Delhi,1,"Chief Metropolitan Magistrate, West, THC",DLWT02,DLWT020020152017,203900001142017,2011,2017,114,2017,EX CRL,2017-09-26,2017-02-10,2017-02-25,SATISFIED,14
