cino,date_of_decision,dt_regis,reg_year_date,case_age_days,case_age_months,case_age_years
ASSN070001392020,21/04/2020,21/04/2020,2016,0,0.0 ,0.00 
ASSN010001942015,25/07/2018,07/03/2015,2019,1236,41.2 ,3.39 
ASSN070000452020,NA,11/02/2020,2019,49,1.6 ,0.13 
ASSN070003002019,NA,20/07/2019,2017,255,8.5 ,0.70 
ASSN010013352017,06/09/2018,31/10/2017,2017,310,10.3 ,0.85 
ASSN010013162018,20/02/2020,24/08/2018,2016,545,18.2 ,1.49 
ASSN070004962018,NA,22/10/2018,2016,526,17.5 ,1.44 
ASSN010007872016,10/03/2017,31/10/2016,2016,130,4.3 ,0.36 
ASSN010011602017,20/09/2017,20/09/2017,2018,0,0.0 ,0.00 
ASSN010004422017,06/01/2018,20/05/2017,2019,231,7.7 ,0.63 
ASSN010007002018,NA,03/05/2018,2018,698,23.3 ,1.91 
ASSN070002842018,NA,02/07/2018,2017,638,21.3 ,1.75 
ASSN010008742017,16/08/2017,09/08/2017,2016,7,0.2 ,0.02 
ASSN010011162017,14/09/2017,14/09/2017,2017,0,0.0 ,0.00 
ASSN070001272019,01/07/2019,16/03/2019,2017,107,3.6 ,0.29 
ASSN010000102020,07/02/2020,02/01/2020,2019,36,1.2 ,0.10 
ASSN010007722018,15/11/2019,18/05/2018,2017,546,18.2 ,1.50 
ASSN010009882017,04/09/2018,29/08/2017,2016,371,12.4 ,1.02 
ASSN070002782019,NA,05/07/2019,2017,270,9.0 ,0.74 
ASSN010005562018,NA,11/04/2018,2017,720,24.0 ,1.97 
ASSN010000692015,15/02/2016,17/06/2015,2019,243,8.1 ,0.67 
ASSN010003952016,20/09/2017,18/06/2016,2019,459,15.3 ,1.26 
ASSN010004122019,21/05/2019,04/05/2019,2019,17,0.6 ,0.05 
ASSN070000572016,NA,29/04/2016,2017,1432,47.7 ,3.92 
ASSN010013322019,NA,24/12/2019,2016,98,3.3 ,0.27 
ASSN010011942018,02/08/2018,02/08/2018,2016,0,0.0 ,0.00 
ASSN010008562017,29/03/2019,07/08/2017,2017,599,20.0 ,1.64 
ASSN070000252019,13/02/2020,21/01/2019,2017,388,12.9 ,1.06 
ASSN010006102018,06/10/2018,19/04/2018,2019,170,5.7 ,0.47 
ASSN010012812017,27/11/2018,21/10/2017,2018,402,13.4 ,1.10 
ASSN010000482019,13/03/2020,17/01/2019,2016,421,14.0 ,1.15 
ASSN010002462014,23/02/2015,03/11/2014,2016,112,3.7 ,0.31 
ASSN070004222018,NA,05/09/2018,2019,573,19.1 ,1.57 
ASSN070005542019,NA,04/12/2019,2019,118,3.9 ,0.32 
ASSN010006632016,21/07/2018,09/09/2016,2019,680,22.7 ,1.86 
ASSN010002232015,08/09/2016,06/06/2015,2016,460,15.3 ,1.26 
ASSN010004272016,22/11/2018,24/06/2016,2016,881,29.4 ,2.41 
ASSN010008572018,NA,04/06/2018,2019,666,22.2 ,1.82 
ASSN070000022019,NA,02/01/2019,2019,454,15.1 ,1.24 
ASSN010019002018,14/02/2020,08/06/2018,2019,616,20.5 ,1.69 
ASSN070001392018,15/11/2019,19/04/2018,2019,575,19.2 ,1.58 
ASSN010008162018,NA,25/05/2018,2019,676,22.5 ,1.85 
ASSN070000512018,18/03/2019,13/02/2018,2019,398,13.3 ,1.09 
ASSN070001312019,21/06/2019,19/03/2019,2018,94,3.1 ,0.26 
ASSN010004782015,10/03/2016,23/07/2015,2018,231,7.7 ,0.63 
ASSN010016762017,07/02/2020,28/12/2017,2019,771,25.7 ,2.11 
ASSN070005132018,NA,01/11/2018,2019,516,17.2 ,1.41 
ASSN010009852018,NA,29/06/2018,2019,641,21.4 ,1.76 
ASSN070001212018,03/07/2019,10/04/2018,2019,449,15.0 ,1.23 
ASSN010007342018,03/10/2019,08/05/2018,2019,513,17.1 ,1.41 
ASSN010004412015,07/02/2017,08/07/2015,2019,580,19.3 ,1.59 
ASSN070000382015,NA,26/03/2015,2019,1832,61.1 ,5.02 
ASSN010012572019,NA,29/11/2019,2019,123,4.1 ,0.34 
ASSN010002612018,16/03/2018,23/02/2018,2019,21,0.7 ,0.06 
ASSN010013342019,NA,24/12/2019,2019,98,3.3 ,0.27 
ASSN070002602017,29/08/2017,22/08/2017,2019,7,0.2 ,0.02 
ASSN010004262016,19/09/2016,24/06/2016,2019,87,2.9 ,0.24 
ASSN070000752017,01/06/2018,24/03/2017,2019,434,14.5 ,1.19 
ASSN070005852018,01/08/2019,27/12/2018,2019,217,7.2 ,0.59 
ASSN070003022019,23/07/2019,23/07/2019,2019,0,0.0 ,0.00 
ASSN010004202016,26/04/2017,24/06/2016,2019,306,10.2 ,0.84 
ASSN070002212017,24/04/2019,08/08/2017,2019,624,20.8 ,1.71 
ASSN010008722016,06/02/2018,30/11/2016,2019,433,14.4 ,1.19 
ASSN010008682019,NA,27/08/2019,2019,217,7.2 ,0.59 
ASSN010016982018,12/02/2020,12/11/2018,2019,457,15.2 ,1.25 
ASSN010006582017,31/07/2018,07/07/2017,2019,389,13.0 ,1.07 
ASSN010006592016,10/04/2019,09/09/2016,2016,943,31.4 ,2.58 
ASSN010000892015,26/05/2015,02/05/2015,2017,24,0.8 ,0.07 
ASSN010007402016,22/03/2018,27/09/2016,2016,541,18.0 ,1.48 
ASSN010006822017,NA,13/07/2017,2018,992,33.1 ,2.72 
ASSN070003412019,NA,26/08/2019,2017,218,7.3 ,0.60 
ASSN070001222018,NA,10/04/2018,2018,721,24.0 ,1.98 
ASSN010004982018,NA,03/04/2018,2017,728,24.3 ,1.99 
ASSN010002302017,29/04/2017,20/03/2017,2018,40,1.3 ,0.11 
ASSN010006512019,NA,02/07/2019,2018,273,9.1 ,0.75 
ASSN010007462014,10/02/2016,01/07/2014,2015,589,19.6 ,1.61 
ASSN070002742017,02/08/2018,12/09/2017,2016,324,10.8 ,0.89 
ASSN010009182017,NA,17/08/2017,2017,957,31.9 ,2.62 
ASSN010002632017,06/09/2017,28/03/2017,2016,162,5.4 ,0.44 
ASSN010005102016,13/07/2017,15/07/2016,2018,363,12.1 ,0.99 
ASSN070002572014,NA,03/11/2014,2017,1975,65.8 ,5.41 
ASSN070000962016,17/05/2016,17/05/2016,2016,0,0.0 ,0.00 
ASSN070002642019,26/06/2019,26/06/2019,2019,0,0.0 ,0.00 
ASSN010010762018,30/07/2019,16/07/2018,2019,379,12.6 ,1.04 
ASSN070005762018,NA,24/12/2018,2018,463,15.4 ,1.27 
ASSN010004892016,21/09/2019,12/07/2016,2017,1166,38.9 ,3.19 
ASSN010016142018,01/12/2018,23/10/2018,2018,39,1.3 ,0.11 
ASSN070002282016,NA,17/11/2016,2017,1230,41.0 ,3.37 
ASSN010002522016,02/07/2016,30/04/2016,2018,63,2.1 ,0.17 
ASSN070004802019,13/02/2020,22/10/2019,2016,114,3.8 ,0.31 
ASSN010016032018,26/09/2019,12/10/2018,2015,349,11.6 ,0.96 
ASSN010002642020,NA,13/03/2020,2018,18,0.6 ,0.05 
ASSN010006452018,29/06/2019,23/04/2018,2016,432,14.4 ,1.18 
ASSN010006882018,07/12/2019,03/05/2018,2015,583,19.4 ,1.60 
ASSN070002092015,07/02/2020,07/10/2015,2015,1584,52.8 ,4.34 
ASSN070000822019,25/02/2019,25/02/2019,2019,0,0.0 ,0.00 
ASSN010010902017,08/09/2017,08/09/2017,2019,0,0.0 ,0.00 
ASSN010002712015,14/09/2016,19/02/2015,2018,573,19.1 ,1.57 
ASSN010007272018,17/11/2018,07/05/2018,2017,194,6.5 ,0.53 
ASSN070002372017,19/06/2019,18/08/2017,2015,670,22.3 ,1.84 
ASSN070000862017,NA,24/04/2017,2017,1072,35.7 ,2.94 
ASSN010001002017,13/11/2017,30/01/2017,2018,287,9.6 ,0.79 
ASSN070002032019,NA,07/05/2019,2018,329,11.0 ,0.90 
ASSN010004792017,29/11/2019,05/06/2017,2015,907,30.2 ,2.48 
ASSN070004942018,21/01/2019,15/10/2018,2015,98,3.3 ,0.27 
ASSN070001682017,18/09/2019,01/07/2017,2015,809,27.0 ,2.22 
ASSN010003612018,26/02/2020,15/03/2018,2019,713,23.8 ,1.95 
ASSN070004342019,NA,25/09/2019,2019,188,6.3 ,0.52 
ASSN010002962014,22/03/2018,11/09/2014,2018,1288,42.9 ,3.53 
ASSN010012452019,NA,28/11/2019,2018,124,4.1 ,0.34 
ASSN010009332017,19/06/2018,21/08/2017,2015,302,10.1 ,0.83 
ASSN010008382017,23/03/2018,03/08/2017,2017,232,7.7 ,0.64 
ASSN010004272017,14/05/2019,18/05/2017,2018,726,24.2 ,1.99 
ASSN010003252019,NA,05/04/2019,2017,361,12.0 ,0.99 
ASSN070001312018,31/07/2019,11/04/2018,2016,476,15.9 ,1.30 
ASSN070004232019,25/11/2019,11/09/2019,2019,75,2.5 ,0.21 
ASSN010002822017,14/05/2018,06/04/2017,2019,403,13.4 ,1.10 
ASSN070000402016,NA,11/03/2016,2019,1481,49.4 ,4.06 
ASSN070000372019,NA,01/02/2019,2019,424,14.1 ,1.16 
ASSN010008702016,NA,30/11/2016,2019,1217,40.6 ,3.33 
ASSN010004522018,26/07/2018,27/03/2018,2019,121,4.0 ,0.33 
ASSN070004812018,NA,06/10/2018,2019,542,18.1 ,1.48 
ASSN010010082018,NA,02/07/2018,2019,638,21.3 ,1.75 
ASSN070003312019,21/08/2019,21/08/2019,2019,0,0.0 ,0.00 
ASSN010009512018,NA,21/06/2018,2016,649,21.6 ,1.78 
ASSN070002212019,NA,15/05/2019,2016,321,10.7 ,0.88 
ASSN070000332020,27/01/2020,27/01/2020,2018,0,0.0 ,0.00 
ASSN010001402017,28/02/2020,17/02/2017,2017,1106,36.9 ,3.03 
ASSN070000282020,21/01/2020,21/01/2020,2016,0,0.0 ,0.00 
ASSN010005572018,26/07/2019,11/04/2018,2017,471,15.7 ,1.29 
ASSN070003942018,NA,29/08/2018,2015,580,19.3 ,1.59 
ASSN070004792019,NA,22/10/2019,2018,161,5.4 ,0.44 
ASSN010009122017,20/03/2019,17/08/2017,2017,580,19.3 ,1.59 
ASSN070003922017,13/07/2018,29/11/2017,2017,226,7.5 ,0.62 
ASSN010018222018,NA,11/12/2018,2016,476,15.9 ,1.30 
ASSN010014872018,NA,27/09/2018,2016,551,18.4 ,1.51 
ASSN010004962018,07/03/2019,02/04/2018,2019,339,11.3 ,0.93 
ASSN010000672015,13/06/2017,17/06/2015,2017,727,24.2 ,1.99 
ASSN070005822019,NA,24/12/2019,2017,98,3.3 ,0.27 
ASSN070002672017,04/09/2017,04/09/2017,2019,0,0.0 ,0.00 
ASSN070002022019,NA,06/05/2019,2016,330,11.0 ,0.90 
ASSN070005772018,NA,24/12/2018,2017,463,15.4 ,1.27 
ASSN070002952017,07/06/2018,19/09/2017,2016,261,8.7 ,0.72 
ASSN010001962015,13/12/2016,07/03/2015,2018,647,21.6 ,1.77 
ASSN010003472017,18/12/2018,28/04/2017,2018,599,20.0 ,1.64 
ASSN010001232018,08/05/2018,02/02/2018,2018,95,3.2 ,0.26 
ASSN010000852015,23/12/2015,02/05/2015,2018,235,7.8 ,0.64 
ASSN010005852015,30/01/2016,29/08/2015,2017,154,5.1 ,0.42 
ASSN010013412017,07/09/2018,31/10/2017,2017,311,10.4 ,0.85 
ASSN010007532018,06/12/2018,14/05/2018,2016,206,6.9 ,0.56 
ASSN070000172020,NA,09/01/2020,2015,82,2.7 ,0.22 
ASSN070000582018,NA,26/02/2018,2018,764,25.5 ,2.09 
ASSN010004082019,NA,03/05/2019,2018,333,11.1 ,0.91 
ASSN010007362016,19/09/2017,27/09/2016,2016,357,11.9 ,0.98 
ASSN070002902018,NA,04/07/2018,2018,636,21.2 ,1.74 
ASSN010012432019,NA,28/11/2019,2017,124,4.1 ,0.34 
ASSN010011552017,18/02/2019,19/09/2017,2016,517,17.2 ,1.42 
ASSN010000912018,27/06/2018,24/01/2018,2018,154,5.1 ,0.42 
ASSN070002562019,06/11/2019,19/06/2019,2019,140,4.7 ,0.38 
ASSN010009412017,10/09/2018,22/08/2017,2017,384,12.8 ,1.05 
ASSN070002452016,NA,31/12/2016,2018,1186,39.5 ,3.25 
ASSN010002622017,27/07/2018,28/03/2017,2018,486,16.2 ,1.33 
ASSN010009252016,NA,30/12/2016,2019,1187,39.6 ,3.25 
ASSN010002012020,NA,27/02/2020,2018,33,1.1 ,0.09 
ASSN010015542017,18/12/2017,06/12/2017,2017,12,0.4 ,0.03 
ASSN010011312017,21/05/2018,16/09/2017,2017,247,8.2 ,0.68 
ASSN010010142018,03/07/2018,03/07/2018,2018,0,0.0 ,0.00 
ASSN010000082019,10/02/2020,03/01/2019,2018,403,13.4 ,1.10 
ASSN010012632018,NA,14/08/2018,2018,595,19.8 ,1.63 
ASSN070005052018,NA,29/10/2018,2019,519,17.3 ,1.42 
ASSN010013472018,NA,29/08/2018,2017,580,19.3 ,1.59 
ASSN070003222019,14/08/2019,14/08/2019,2019,0,0.0 ,0.00 
ASSN070001382019,26/03/2019,26/03/2019,2020,0,0.0 ,0.00 
ASSN070002322018,NA,15/06/2018,2019,655,21.8 ,1.79 
ASSN070000642019,11/11/2019,16/02/2019,2019,268,8.9 ,0.73 
ASSN070001352018,10/05/2018,12/04/2018,2019,28,0.9 ,0.08 
ASSN010003422019,09/07/2019,06/04/2019,2020,94,3.1 ,0.26 
ASSN010008332018,15/02/2020,31/05/2018,2019,625,20.8 ,1.71 
ASSN070000682018,18/02/2019,05/03/2018,2018,350,11.7 ,0.96 
ASSN010006352014,15/05/2014,15/05/2014,2018,0,0.0 ,0.00 
ASSN010000752018,28/11/2018,19/01/2018,2019,313,10.4 ,0.86 
ASSN070002292016,23/07/2018,17/11/2016,2019,613,20.4 ,1.68 
ASSN070003152018,NA,17/07/2018,2019,623,20.8 ,1.71 
ASSN070004042017,28/09/2018,11/12/2017,2018,291,9.7 ,0.80 
ASSN010005062017,24/08/2017,13/06/2017,2018,72,2.4 ,0.20 
ASSN070000252016,17/12/2018,03/03/2016,2018,1019,34.0 ,2.79 
ASSN070004572019,NA,09/10/2019,2020,174,5.8 ,0.48 
ASSN010005782015,13/10/2017,27/08/2015,2020,778,25.9 ,2.13 
ASSN010001522019,NA,21/02/2019,2019,404,13.5 ,1.11 
ASSN010015582018,NA,08/10/2018,2019,540,18.0 ,1.48 
ASSN070000932019,NA,01/03/2019,2020,396,13.2 ,1.08 
ASSN010003982018,NA,21/03/2018,2019,741,24.7 ,2.03 
ASSN010004462017,20/01/2018,22/05/2017,2019,243,8.1 ,0.67 
ASSN010002322017,15/09/2017,21/03/2017,2020,178,5.9 ,0.49 
ASSN070004442019,18/02/2020,26/09/2019,2019,145,4.8 ,0.40 
ASSN070002622019,24/06/2019,24/06/2019,2020,0,0.0 ,0.00 
ASSN070001522018,02/02/2019,02/05/2018,2020,276,9.2 ,0.76 
ASSN010005382016,18/03/2019,29/07/2016,2020,962,32.1 ,2.64 
ASSN010009142019,NA,06/09/2019,2019,207,6.9 ,0.57 
ASSN010002472014,04/03/2015,03/11/2014,2018,121,4.0 ,0.33 
ASSN010009432017,18/02/2020,22/08/2017,2019,910,30.3 ,2.49 
ASSN070002822018,02/04/2019,30/06/2018,2019,276,9.2 ,0.76 
ASSN010012612019,NA,30/11/2019,2019,122,4.1 ,0.33 
ASSN010005072017,NA,13/06/2017,2019,1022,34.1 ,2.80 
ASSN010007692018,NA,17/05/2018,2019,684,22.8 ,1.87 
ASSN070005522019,30/11/2019,30/11/2019,2019,0,0.0 ,0.00 
ASSN010003812014,31/08/2017,20/09/2014,2020,1076,35.9 ,2.95 
ASSN010011152017,20/04/2018,14/09/2017,2018,218,7.3 ,0.60 
ASSN010002952014,19/02/2015,11/09/2014,2020,161,5.4 ,0.44 
ASSN010012212018,NA,06/08/2018,2020,603,20.1 ,1.65 
ASSN010000872015,31/10/2017,02/05/2015,2020,913,30.4 ,2.50 
ASSN010016722017,05/11/2019,27/12/2017,2018,678,22.6 ,1.86 
ASSN010001852016,18/06/2016,31/03/2016,2020,79,2.6 ,0.22 
ASSN010012442019,NA,28/11/2019,2018,124,4.1 ,0.34 
ASSN010001342017,06/07/2017,13/02/2017,2018,143,4.8 ,0.39 
ASSN070004672018,27/03/2019,29/09/2018,2018,179,6.0 ,0.49 
ASSN010004882016,27/09/2016,12/07/2016,2018,77,2.6 ,0.21 
ASSN070000202018,NA,17/01/2018,2019,804,26.8 ,2.20 
ASSN010013232018,03/02/2020,27/08/2018,2019,525,17.5 ,1.44 
ASSN010017512018,20/11/2019,22/11/2018,2019,363,12.1 ,0.99 
ASSN010000652018,NA,17/01/2018,2019,804,26.8 ,2.20 
ASSN010004772015,10/08/2017,23/07/2015,2019,749,25.0 ,2.05 
ASSN010006262014,30/04/2015,12/05/2014,2018,353,11.8 ,0.97 
ASSN070001102018,NA,05/04/2018,2018,726,24.2 ,1.99 
ASSN070004272018,10/09/2018,10/09/2018,2018,0,0.0 ,0.00 
ASSN010004972018,15/12/2018,03/04/2018,2019,256,8.5 ,0.70 
ASSN010008212017,12/07/2018,31/07/2017,2020,346,11.5 ,0.95 
ASSN010001092020,NA,03/02/2020,2020,57,1.9 ,0.16 
ASSN010002382019,22/08/2019,13/03/2019,2020,162,5.4 ,0.44 
ASSN010009912017,NA,29/08/2017,2018,945,31.5 ,2.59 
ASSN010009732017,22/02/2018,28/08/2017,2020,178,5.9 ,0.49 
ASSN070000442016,19/12/2016,19/03/2016,2020,275,9.2 ,0.75 
ASSN070004162018,22/07/2019,04/09/2018,2018,321,10.7 ,0.88 
ASSN010002242015,03/07/2015,06/06/2015,2018,27,0.9 ,0.07 
ASSN070003402018,07/08/2019,26/07/2018,2018,377,12.6 ,1.03 
ASSN070002622014,04/07/2018,17/07/2014,2019,1448,48.3 ,3.97 
ASSN010006232014,02/06/2016,09/05/2014,2018,755,25.2 ,2.07 
ASSN010005282018,06/04/2018,06/04/2018,2019,0,0.0 ,0.00 
ASSN070000822018,06/08/2018,08/03/2018,2019,151,5.0 ,0.41 
ASSN070002872018,NA,03/07/2018,2019,637,21.2 ,1.75 
ASSN010004352018,26/03/2018,26/03/2018,2019,0,0.0 ,0.00 
ASSN070002412019,NA,03/06/2019,2019,302,10.1 ,0.83 
ASSN010015512017,15/09/2018,06/12/2017,2019,283,9.4 ,0.78 
ASSN010006552018,NA,24/04/2018,2019,707,23.6 ,1.94 
ASSN070000182017,22/01/2019,10/01/2017,2019,742,24.7 ,2.03 
ASSN010008012018,20/05/2019,22/05/2018,2019,363,12.1 ,0.99 
ASSN010011242017,28/03/2019,15/09/2017,2019,559,18.6 ,1.53 
ASSN070001302017,03/06/2019,04/06/2017,2019,729,24.3 ,2.00 
ASSN010009262016,11/12/2017,30/12/2016,2018,346,11.5 ,0.95 
ASSN010000442016,01/12/2016,30/01/2016,2018,306,10.2 ,0.84 
ASSN070001282020,30/03/2020,30/03/2020,2018,0,0.0 ,0.00 
ASSN010009372017,28/08/2017,21/08/2017,2019,7,0.2 ,0.02 
ASSN070005512018,11/06/2019,04/12/2018,2018,189,6.3 ,0.52 
ASSN070000982017,18/07/2018,30/03/2017,2018,475,15.8 ,1.30 
ASSN010002762018,25/01/2019,27/02/2018,2019,332,11.1 ,0.91 
ASSN070002552017,19/09/2019,27/08/2017,2018,753,25.1 ,2.06 
ASSN010016302018,NA,26/10/2018,2019,522,17.4 ,1.43 
ASSN010000682015,31/05/2018,17/06/2015,2018,1079,36.0 ,2.96 
ASSN070000872017,NA,24/04/2017,2019,1072,35.7 ,2.94 
ASSN010001972015,01/06/2016,07/03/2015,2019,452,15.1 ,1.24 
ASSN010003682018,21/12/2018,16/03/2018,2019,280,9.3 ,0.77 
ASSN070000902020,07/03/2020,07/03/2020,2019,0,0.0 ,0.00 
ASSN010003482017,25/06/2019,28/04/2017,2018,788,26.3 ,2.16 
ASSN010006862018,02/05/2018,02/05/2018,2018,0,0.0 ,0.00 
ASSN010007412016,25/05/2018,27/09/2016,2019,605,20.2 ,1.66 
ASSN070001402017,NA,21/06/2017,2019,1014,33.8 ,2.78 
ASSN070000832018,NA,17/03/2018,2018,745,24.8 ,2.04 
ASSN010012502018,18/12/2018,13/08/2018,2019,127,4.2 ,0.35 
ASSN010001182020,NA,05/02/2020,2019,55,1.8 ,0.15 
ASSN010015572018,08/10/2018,08/10/2018,2018,0,0.0 ,0.00 
ASSN070001882016,27/01/2020,20/09/2016,2018,1224,40.8 ,3.35 
ASSN070000092016,04/07/2018,25/01/2016,2019,891,29.7 ,2.44 
ASSN010010712019,NA,19/10/2019,2018,164,5.5 ,0.45 
ASSN010006112018,17/02/2020,19/04/2018,2019,669,22.3 ,1.83 
ASSN010003682019,NA,22/04/2019,2019,344,11.5 ,0.94 
ASSN010001742018,NA,12/02/2018,2018,778,25.9 ,2.13 
ASSN010007662018,16/05/2018,16/05/2018,2018,0,0.0 ,0.00 
ASSN070001832018,NA,16/05/2018,2018,685,22.8 ,1.88 
ASSN010012292018,19/12/2018,08/08/2018,2019,133,4.4 ,0.36 
ASSN010002252015,17/08/2017,06/06/2015,2019,803,26.8 ,2.20 
ASSN010013922018,17/08/2019,05/09/2018,2018,346,11.5 ,0.95 
ASSN010014552018,12/11/2018,20/09/2018,2019,53,1.8 ,0.15 
ASSN010000902018,NA,24/01/2018,2019,797,26.6 ,2.18 
ASSN010005082017,26/03/2019,13/06/2017,2018,651,21.7 ,1.78 
ASSN070002182016,28/03/2019,25/10/2016,2019,884,29.5 ,2.42 
ASSN070000062019,NA,04/01/2019,2018,452,15.1 ,1.24 
ASSN010006852014,18/08/2014,05/06/2014,2018,74,2.5 ,0.20 
ASSN010006642016,08/08/2018,09/09/2016,2018,698,23.3 ,1.91 
ASSN070003292019,NA,19/08/2019,2019,225,7.5 ,0.62 
ASSN010013042019,NA,17/12/2019,2018,105,3.5 ,0.29 
ASSN070000662020,24/02/2020,24/02/2020,2019,0,0.0 ,0.00 
ASSN010013192017,27/04/2018,27/10/2017,2018,182,6.1 ,0.50 
ASSN010002092017,22/08/2019,15/03/2017,2018,890,29.7 ,2.44 
ASSN010004372017,31/07/2018,19/05/2017,2019,438,14.6 ,1.20 
ASSN010012722019,NA,05/12/2019,2019,117,3.9 ,0.32 
ASSN010018912018,07/08/2019,27/12/2018,2019,223,7.4 ,0.61 
ASSN010004232016,29/11/2017,24/06/2016,2018,523,17.4 ,1.43 
ASSN070003932018,31/10/2018,28/08/2018,2018,64,2.1 ,0.18 
ASSN010001612018,NA,08/02/2018,2018,782,26.1 ,2.14 
ASSN070000922015,NA,02/06/2015,2019,1764,58.8 ,4.83 
ASSN070000902017,02/05/2017,02/05/2017,2018,0,0.0 ,0.00 
ASSN010005052017,NA,13/06/2017,2019,1022,34.1 ,2.80 
ASSN010013072017,06/12/2017,25/10/2017,2019,42,1.4 ,0.12 
ASSN010004782017,30/11/2017,03/06/2017,2019,180,6.0 ,0.49 
ASSN010004222016,11/05/2017,24/06/2016,2018,321,10.7 ,0.88 
ASSN070000452017,15/07/2019,28/02/2017,2019,867,28.9 ,2.38 
ASSN010004252016,21/08/2017,24/06/2016,2019,423,14.1 ,1.16 
ASSN010010472018,14/06/2019,09/07/2018,2019,340,11.3 ,0.93 
ASSN010001492018,NA,06/02/2018,2019,784,26.1 ,2.15 
ASSN010006602016,08/12/2017,09/09/2016,2019,455,15.2 ,1.25 
ASSN010004362017,06/01/2020,19/05/2017,2019,962,32.1 ,2.64 
ASSN010004482015,11/02/2020,10/07/2015,2019,1677,55.9 ,4.59 
ASSN010005712019,NA,14/06/2019,2018,291,9.7 ,0.80 
ASSN070000472020,12/02/2020,12/02/2020,2018,0,0.0 ,0.00 
ASSN010010272018,NA,05/07/2018,2018,635,21.2 ,1.74 
ASSN070004952018,15/03/2019,20/10/2018,2018,146,4.9 ,0.40 
ASSN070001892018,21/05/2018,18/05/2018,2018,3,0.1 ,0.01 
ASSN070000092018,06/01/2018,06/01/2018,2018,0,0.0 ,0.00 
ASSN070002152016,02/09/2019,25/10/2016,2018,1042,34.7 ,2.85 
ASSN010013422017,28/11/2017,31/10/2017,2018,28,0.9 ,0.08 
ASSN070004502018,NA,24/09/2018,2018,554,18.5 ,1.52 
ASSN010009132019,NA,06/09/2019,2018,207,6.9 ,0.57 
ASSN070003542018,04/08/2018,04/08/2018,2019,0,0.0 ,0.00 
ASSN070001812019,NA,30/04/2019,2019,336,11.2 ,0.92 
ASSN010002602018,23/02/2018,23/02/2018,2018,0,0.0 ,0.00 
ASSN070003792017,02/08/2019,22/11/2017,2019,618,20.6 ,1.69 
ASSN010014202018,23/12/2019,12/09/2018,2018,467,15.6 ,1.28 
ASSN070001262018,NA,10/04/2018,2019,721,24.0 ,1.98 
ASSN010007252018,07/05/2018,07/05/2018,2018,0,0.0 ,0.00 
ASSN070002112019,09/05/2019,09/05/2019,2019,0,0.0 ,0.00 
ASSN070003962018,29/08/2018,29/08/2018,2018,0,0.0 ,0.00 
ASSN010008712016,06/04/2018,30/11/2016,2018,492,16.4 ,1.35 
ASSN010005202019,07/01/2020,03/06/2019,2018,218,7.3 ,0.60 
ASSN010016442018,23/09/2019,31/10/2018,2018,327,10.9 ,0.90 
ASSN070000432019,NA,04/02/2019,2018,421,14.0 ,1.15 
ASSN010011422018,14/11/2018,26/07/2018,2018,111,3.7 ,0.30 
ASSN070001802016,18/05/2018,09/09/2016,2018,616,20.5 ,1.69 
ASSN010003562019,21/10/2019,17/04/2019,2018,187,6.2 ,0.51 
ASSN010004452017,NA,22/05/2017,2018,1044,34.8 ,2.86 
ASSN010006322018,NA,21/04/2018,2018,710,23.7 ,1.95 
ASSN010011232019,NA,31/10/2019,2019,152,5.1 ,0.42 
ASSN070001152018,29/09/2018,06/04/2018,2019,176,5.9 ,0.48 
ASSN010012592019,NA,30/11/2019,2019,122,4.1 ,0.33 
ASSN010012862017,15/02/2018,23/10/2017,2019,115,3.8 ,0.32 
ASSN010003182018,26/09/2018,06/03/2018,2019,204,6.8 ,0.56 
ASSN010005632018,04/07/2018,11/04/2018,2019,84,2.8 ,0.23 
ASSN070000242020,NA,20/01/2020,2019,71,2.4 ,0.19 
ASSN070001262020,NA,30/03/2020,2019,1,0.0 ,0.00 
ASSN010002222015,06/12/2016,06/06/2015,2019,549,18.3 ,1.50 
ASSN010003782015,21/08/2015,25/05/2015,2019,88,2.9 ,0.24 
ASSN070001822018,16/05/2018,16/05/2018,2019,0,0.0 ,0.00 
ASSN010009982018,25/09/2019,30/06/2018,2019,452,15.1 ,1.24 
ASSN010008422017,30/11/2017,04/08/2017,2019,118,3.9 ,0.32 
ASSN010003462017,20/04/2018,28/04/2017,2019,357,11.9 ,0.98 
ASSN070004582019,09/10/2019,09/10/2019,2019,0,0.0 ,0.00 
ASSN010005402015,14/08/2015,14/08/2015,2019,0,0.0 ,0.00 
ASSN010010872017,17/12/2019,07/09/2017,2016,831,27.7 ,2.28 
ASSN070002382019,05/09/2019,30/05/2019,2016,98,3.3 ,0.27 
ASSN010015012017,05/07/2018,29/11/2017,2017,218,7.3 ,0.60 
ASSN010003622018,NA,15/03/2018,2016,747,24.9 ,2.05 
ASSN010000502015,11/05/2017,13/05/2015,2020,729,24.3 ,2.00 
ASSN070001332019,NA,25/03/2019,2016,372,12.4 ,1.02 
ASSN010004402015,28/04/2016,08/07/2015,2018,295,9.8 ,0.81 
ASSN010004132019,21/12/2019,04/05/2019,2018,231,7.7 ,0.63 
ASSN070003602018,06/07/2019,08/08/2018,2020,332,11.1 ,0.91 
ASSN070000652019,NA,16/02/2019,2017,409,13.6 ,1.12 
ASSN070002402018,NA,22/06/2018,2018,648,21.6 ,1.78 
ASSN070003092018,NA,12/07/2018,2016,628,20.9 ,1.72 
ASSN070001932018,NA,21/05/2018,2017,680,22.7 ,1.86 
