state_name,district_name,court_name,est_code,updated_type_name,updated_disp_name,disp_nature,fil_year,reg_year_date,decision_year,age_interval,total_cases
Assam,Goalpara,District and Sessions Judge,ASGA01,Special Case,Acquitted,10,2018,2018,2019,one to two years,1
Assam,Goalpara,District and Sessions Judge,ASGA01,Special Case,Acquitted,10,2018,2018,2019,six months to one year,2
Assam,Goalpara,District and Sessions Judge,ASGA01,Special Case,Acquitted,10,2018,2018,2019,three to six months,1
Assam,Goalpara,District and Sessions Judge,ASGA01,Special Case,Acquitted,10,2018,2018,2020,one to two years,1
Assam,Goalpara,District and Sessions Judge,ASGA01,Special Case,Allowed,16,2018,2018,2019,six months to one year,1
Assam,Goalpara,District and Sessions Judge,ASGA01,Special Case,NA,0,0   ,2014,NA,five to six years,1
Assam,Goalpara,District and Sessions Judge,ASGA01,Special Case,NA,0,2016,2016,NA,three to four years,1
Assam,Goalpara,District and Sessions Judge,ASGA01,Special Case,NA,0,2018,2018,NA,one to two years,12
Assam,Goalpara,District and Sessions Judge,ASGA01,Special Case,NA,0,2018,2018,NA,two to three years,2
Assam,Goalpara,District and Sessions Judge,ASGA01,Special Case,NA,0,2019,2019,NA,six months to one year,1
Assam,Golaghat,GLT_CJ_ESTT,ASGL02,Sessions Case (SC),Acquitted,10,2019,2019,2020,three to six months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Case (SC),Transferred,1,2019,2019,2019,one to three months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Abated,13,2015,2015,2018,two to three years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Abated,13,2018,2018,2020,two to three years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2014,2014,2018,three to four years,2
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2014,2014,2019,four to five years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2014,2014,2020,five to six years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2015,2014,2018,three to four years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2015,2014,2019,five to six years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2015,2015,2017,one to two years,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2015,2015,2017,two to three years,2
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2015,2015,2018,three to four years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2015,2015,2018,two to three years,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2016,2016,2017,one to two years,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2016,2016,2017,six months to one year,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2016,2016,2018,one to two years,4
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2016,2016,2018,two to three years,5
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2016,2016,2019,three to four years,5
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2016,2016,2019,two to three years,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2016,2016,2020,four to five years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2016,2016,2020,three to four years,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2017,2017,2018,one to two years,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2017,2017,2018,six months to one year,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2017,2017,2019,one to two years,8
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2017,2017,2019,two to three years,6
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2017,2017,2020,two to three years,2
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2018,2018,2019,one to two years,8
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2018,2018,2019,six months to one year,11
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2018,2018,2020,one to two years,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2018,2018,2020,two to three years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2019,2019,2019,less than one month,2
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2019,2019,2019,one to three months,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2019,2019,2019,six months to one year,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2019,2019,2019,three to six months,7
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2019,2019,2020,six months to one year,5
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Acquitted,10,2019,2019,2020,three to six months,4
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Case is filed,21,2016,2016,2016,one to three months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Case is filed,21,2016,2016,2019,two to three years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Case is filed,21,2016,2016,2020,four to five years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Case is filed,21,2017,2017,2019,one to two years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Case is filed,21,2018,2018,2019,six months to one year,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Case is filed,21,2019,2019,2020,six months to one year,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Converted,40,2016,2016,2016,one to three months,2
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Converted,40,2016,2016,2016,six months to one year,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Converted,40,2016,2016,2016,three to six months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Converted,40,2016,2016,2017,one to three months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Converted,40,2016,2016,2017,six months to one year,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Converted,40,2016,2016,2017,three to six months,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Converted,40,2017,2017,2017,one to three months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Converted,40,2018,2018,2018,three to six months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2014,2014,2018,three to four years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2015,2015,2017,two to three years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2016,2016,2016,six months to one year,3
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2016,2016,2017,one to two years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2016,2016,2017,six months to one year,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2016,2016,2018,one to two years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2016,2016,2019,two to three years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2016,2016,2020,three to four years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2017,2017,2017,six months to one year,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2017,2017,2019,two to three years,2
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2017,2017,2020,two to three years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Convicted,11,2018,2018,2019,one to two years,2
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Dismissed,3,2016,2016,2016,less than one month,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Disposed,30,2018,2018,2018,one to three months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Disposed,30,2018,2018,2018,six months to one year,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Disposed otherwise,2,2016,2016,2018,one to two years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Disposed otherwise,2,2019,2019,2019,less than one month,5
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Judgement delivered,39,2016,2016,2016,three to six months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Plaintiff suit is dissmissed counter claims decreed,42,2016,2016,2017,three to six months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Transferred,1,2016,2016,2016,three to six months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Transferred,1,2019,2019,2019,less than one month,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,Transferred,1,2019,2019,2019,one to three months,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2014,2014,NA,five to six years,4
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2014,2015,NA,five to six years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2015,2015,NA,five to six years,1
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2015,2015,NA,four to five years,5
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2016,2016,NA,four to five years,6
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2016,2016,NA,three to four years,21
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2017,2017,NA,three to four years,5
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2017,2017,NA,two to three years,18
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2018,2018,NA,one to two years,19
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2019,2019,NA,one to two years,9
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2019,2019,NA,six months to one year,28
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2019,2019,NA,three to six months,16
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2020,2020,NA,less than one month,4
Assam,Golaghat,GLT_DJ_ESTT,ASGL01,Sessions Special POCSO,NA,0,2020,2020,NA,one to three months,13
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2016,2016,2017,one to two years,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2017,2017,2017,less than one month,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2017,2017,2018,one to three months,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2017,2017,2018,six months to one year,4
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2017,2017,2018,three to six months,2
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2017,2017,2019,one to two years,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2017,2017,2020,two to three years,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2018,2018,2018,six months to one year,4
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2018,2018,2018,three to six months,2
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2018,2018,2019,one to three months,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2018,2018,2019,one to two years,4
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2018,2018,2019,six months to one year,2
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2019,2019,2019,six months to one year,3
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2019,2019,2019,three to six months,7
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2019,2019,2020,one to two years,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2019,2019,2020,six months to one year,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Acquitted,10,2019,2019,2020,three to six months,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Convicted,11,2017,2017,2018,one to two years,2
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Convicted,11,2017,2017,2018,three to six months,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Convicted,11,2018,2018,2019,one to two years,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Convicted,67,2018,2018,2019,six months to one year,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,Disposed,30,2018,2018,2018,less than one month,1
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,NA,0,2017,2017,NA,two to three years,2
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,NA,0,2018,2018,NA,one to two years,11
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,NA,0,2019,2019,NA,one to two years,7
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,NA,0,2019,2019,NA,six months to one year,11
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,NA,0,2019,2019,NA,three to six months,23
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,NA,0,2020,2020,NA,less than one month,2
Assam,Hailakandi,District and Sessions Judge,ASHI01,Special (POCSO) Case,NA,0,2020,2020,NA,one to three months,9
Assam,Jorhat,District and Sessions Judge,ASJR01,Sessions Case (SC),Disposed,30,0   ,2013,2014,one to two years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,0   ,2013,2017,three to four years,2
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,0   ,2015,2016,one to two years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2016,2016,2017,one to two years,2
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2016,2016,2017,six months to one year,2
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2016,2016,2018,one to two years,2
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2017,2017,2018,one to two years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2017,2017,2018,six months to one year,5
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2017,2017,2019,one to two years,3
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2017,2017,2019,two to three years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2018,2018,2018,one to three months,2
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2018,2018,2018,six months to one year,3
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2018,2018,2018,three to six months,5
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2018,2018,2019,one to two years,9
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2018,2018,2019,six months to one year,7
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2018,2018,2019,three to six months,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2019,2019,2019,six months to one year,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2019,2019,2019,three to six months,2
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2019,2019,2020,six months to one year,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Acquitted,10,2019,2019,2020,three to six months,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Case is filed,21,2017,2017,2019,one to two years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,0   ,2014,2016,two to three years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,0   ,2015,2017,one to two years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2016,2016,2017,six months to one year,2
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2016,2016,2018,one to two years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2017,2017,2018,one to two years,2
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2017,2017,2019,one to two years,2
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2018,2018,2018,one to three months,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2018,2018,2018,six months to one year,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2018,2018,2019,one to two years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2018,2018,2019,six months to one year,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2018,2018,2019,three to six months,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2018,2018,2020,one to two years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Convicted,11,2018,2018,2020,two to three years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Discharged,14,2018,2018,2019,one to two years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Discharged,14,2019,2019,2020,three to six months,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Disposed,30,2018,2018,2018,less than one month,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Disposed,30,2018,2018,2018,one to three months,2
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Disposed,30,2018,2018,2018,three to six months,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Disposed,30,2018,2018,2019,six months to one year,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Disposed,30,2018,2018,2020,one to two years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Disposed,30,2019,2019,2019,one to three months,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Disposed,30,2019,2019,2019,three to six months,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Disposed,30,2019,2019,2020,one to three months,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,Transferred,1,2018,2018,2018,one to three months,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,NA,0,2017,2017,NA,two to three years,3
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,NA,0,2018,2018,NA,one to two years,16
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,NA,0,2018,2018,NA,two to three years,1
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,NA,0,2019,2019,NA,one to two years,8
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,NA,0,2019,2019,NA,six months to one year,31
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,NA,0,2019,2019,NA,three to six months,16
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,NA,0,2020,2020,NA,less than one month,3
Assam,Jorhat,District and Sessions Judge,ASJR01,Special Case,NA,0,2020,2020,NA,one to three months,10
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Case (SC),Acquitted,10,2017,2015,2017,one to two years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Acquitted,10,2015,2018,2020,one to two years,2
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Acquitted,10,2016,2018,2020,one to two years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Acquitted,10,2017,2018,2019,one to two years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Acquitted,10,2018,2018,2018,one to three months,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Acquitted,10,2018,2018,2019,six months to one year,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Acquitted,10,2018,2018,2020,one to two years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Acquitted,10,2019,2019,2019,less than one month,2
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Acquitted,10,2019,2019,2019,three to six months,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Convicted,11,2016,2018,2018,three to six months,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Convicted,11,2016,2018,2019,one to two years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Convicted,11,2018,2018,2019,one to two years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Convicted,11,2018,2018,2020,one to two years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Disposed,30,2015,2018,2018,three to six months,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,Transferred,1,2016,2018,2018,one to three months,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2014,2018,NA,two to three years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2015,2015,NA,four to five years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2016,2018,NA,one to two years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2017,2015,NA,five to six years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2017,2018,NA,one to two years,5
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2017,2018,NA,two to three years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2018,2016,NA,three to four years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2018,2018,NA,one to two years,17
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2018,2018,NA,two to three years,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2019,2019,NA,one to two years,9
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2019,2019,NA,six months to one year,3
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2019,2019,NA,three to six months,6
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2020,2020,NA,less than one month,1
Assam,Kamrup,Additional District and Sessions Judge Rangia,ASKR06,Sessions Special,NA,0,2020,2020,NA,one to three months,3
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Case (SC),Disposed,30,2017,2017,2017,less than one month,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Case (SC),NA,0,2015,2015,NA,four to five years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Abated,13,2016,2016,2019,two to three years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2014,2014,2018,three to four years,2
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2015,2015,2018,three to four years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2015,2015,2019,four to five years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2016,2015,2018,three to four years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2016,2015,2019,four to five years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2016,2016,2019,three to four years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2016,2016,2019,two to three years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2017,2017,2018,one to two years,3
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2017,2017,2018,six months to one year,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2017,2017,2019,one to two years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2017,2017,2019,two to three years,5
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2018,2018,2018,one to three months,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2018,2018,2018,six months to one year,5
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2018,2018,2018,three to six months,3
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2018,2018,2019,one to two years,11
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2018,2018,2019,six months to one year,7
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2018,2018,2019,three to six months,4
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Acquitted,10,2018,2018,2020,one to two years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Case is filed,21,2014,2014,2018,three to four years,1
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Convicted,11,2014,2014,2018,three to four years,2
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Convicted,11,2014,2014,2019,four to five years,2
Assam,Kamrup,District and Sessions Judge,ASKR01,Sessions Special,Convicted,11,2015,2015,2018,three to four years,1
