state_name,district_name,updated_disp_name,disp_nature,fil_year,reg_year_date,decision_year,total_cases
Haryana,Panchkula,Acquitted,25,2018,2018,2020,1
Haryana,Sirsa,Disposed of with directions,36,2016,2016,2018,1
Delhi,North,Quashed,17,2017,2017,2019,1
Assam,Darrang,Disposed,30,2018,2018,2019,3
Haryana,Fatehabad,Acquitted,25,2016,2016,2018,1
Haryana,Gurugram,Disposed,41,2018,2018,2018,3
Haryana,Yamunanagar,Convicted,24,2014,2014,2015,2
Assam,Goalpara,Acquitted,10,2018,2018,2019,5
Delhi,North West,Cancelled,53,2016,2016,2016,2
Assam,Cachar,Acquitted,10,2018,2018,2019,4
Delhi,South East,Disposed,8,2018,2018,2019,2
Haryana,Sirsa,Disposed of with directions,36,2016,2016,2016,2
Assam,Kokrajhar,Convicted,11,2018,2018,2020,1
Haryana,Jind,Convicted,24,2014,2014,2015,2
Assam,Hailakandi,Acquitted,10,2017,2017,2020,1
Haryana,Sonepat,Acquitted,25,2018,2018,2020,2
Assam,Kamrup Metro,Acquitted,10,2017,2017,2018,6
Assam,Sivasagar,Transferred,52,2020,2020,2020,1
Haryana,Ambala,Convicted,24,2016,2016,2017,3
Haryana,Sonepat,Acquitted,25,2016,2016,2017,9
Assam,Darrang,Convicted,11,2018,2018,2019,1
Delhi,South,Acquitted,1,2017,2017,2018,13
Haryana,Gurugram,Acquitted,25,2015,2015,2015,5
Haryana,Hisar,Acquitted,25,2018,2018,2019,41
Assam,Jorhat,Acquitted,10,2016,2016,2017,4
Assam,Kamrup,Convicted,11,2014,2014,2019,2
Assam,Golaghat,Dismissed,3,2016,2016,2016,1
Delhi,North West,Acquitted,1,2016,2016,2020,1
Delhi,North East,PO Consigned,12,2018,2018,2018,2
Haryana,Kurukshetra,Convicted,24,2017,2017,2017,2
Delhi,South East,Transferred,69,2019,2019,2019,1
Delhi,Central,Convicted,2,2013,2013,2018,1
Haryana,Panipat,Acquitted,25,2016,2016,2018,4
Assam,Karbi Anglong,Case is filed,21,2019,2017,2019,1
Assam,Dhubri,Acquitted,10,2016,2016,2018,4
Haryana,Rewari,Acquitted,25,2017,2017,2018,7
Delhi,North West,PO Consigned,12,2018,2018,2019,6
Assam,Sonitpur,Acquitted,10,2015,2015,2017,5
Haryana,Ambala,Acquitted,25,2018,2018,2020,3
Delhi,North,Acquitted,1,2013,2014,2017,1
Assam,Dibrugarh,Disposed,30,2014,2014,2016,1
Haryana,Kurukshetra,Convicted,24,2019,2019,2020,1
Delhi,West,Transferred,74,2017,2017,2017,2
Delhi,South West,Acquitted,1,2019,2019,2020,5
Delhi,North East,Disposed,8,2019,2019,2019,1
Delhi,East,Acquitted,1,2017,2017,2020,1
Delhi,South West,Abated,5,2019,2019,2019,1
Assam,Cachar,Disposed,30,2017,2017,2018,1
Assam,Barpeta,Acquitted,10,0   ,2015,2016,3
Haryana,Sirsa,Convicted,24,2015,2015,2017,1
Assam,Kokrajhar,Acquitted - Judgement delivered,41,2017,2017,2020,2
Delhi,North West,Transferred,64,2017,2017,2019,1
Assam,Morigaon,Dismissed,34,2015,2015,2015,1
Haryana,Faridabad,Acquitted,25,2016,2016,2019,1
Assam,Kokrajhar,Acquitted,10,2016,2016,2018,4
Haryana,Ambala,Acquitted,25,2015,2015,2015,10
Assam,Kokrajhar,Judgement delivered,35,0   ,2014,2015,1
Assam,Lakhimpur,Acquitted,10,2019,2019,2020,3
Haryana,Sonepat,Convicted,24,2014,2014,2014,1
Delhi,West,Quashed,17,2014,2014,2019,1
Assam,Karbi Anglong,Case is filed,21,2019,2019,2019,1
Assam,Lakhimpur,Case is filed,21,2017,2017,2019,1
Assam,Karbi Anglong,Convicted,11,2015,2015,2018,3
Delhi,North East,Acquitted,1,2017,2017,2020,1
Assam,Nagaon,Transferred,36,2014,2014,2016,1
Haryana,Gurugram,Acquitted,25,2018,2018,2020,1
Haryana,Rewari,Acquitted,25,2018,2018,2020,2
Assam,Dhemaji,Acquitted,10,2016,2016,2017,4
Assam,Dhubri,Transferred,1,2019,2019,2019,1
Assam,Morigaon,Case is filed,21,2015,2015,2015,1
Haryana,Faridabad,Convicted - Undergone,49,2015,2015,2017,1
Delhi,Central,Acquitted,1,2013,2013,2016,6
Assam,Karimganj,Acquitted,10,2017,2017,2019,2
Assam,Jorhat,Acquitted,10,2017,2017,2018,6
Assam,Sonitpur,Acquitted,10,2018,2018,2020,4
Assam,Kamrup,Transferred,1,2014,2014,2017,1
Assam,Sivasagar,Acquitted,10,2019,2019,2019,15
Delhi,Shahdara,Acquitted,1,2014,2014,2020,2
Assam,Dhemaji,Convicted,11,0   ,2014,2016,2
Assam,Nagaon,Case is filed,21,2018,2018,2019,3
Delhi,West,PO Consigned,12,2014,2014,2017,2
Assam,Tinsukia,Transferred,1,2018,2018,2018,1
Assam,Dhubri,Acquitted,10,2016,2016,2019,4
Assam,Udalguri,Acquitted,10,2016,2014,2017,1
Assam,Cachar,Case is filed,21,2015,2015,2018,1
Haryana,Panipat,Acquitted,25,2015,2015,2015,1
Delhi,North,Abated,5,2016,2016,2018,2
Haryana,Rewari,Disposed of with directions,36,2019,2019,2019,1
Haryana,Gurugram,Acquitted,25,2017,2017,2018,32
Assam,Sivasagar,Transferred,1,2015,2015,2018,6
Assam,Dibrugarh,Case is filed,21,2015,2015,2019,1
Delhi,South,Cancelled,53,2018,2018,2020,1
Haryana,Kaithal,Acquitted,25,2017,2017,2019,3
Haryana,Palwal,Transferred - Attached with main case,1008,2019,2019,2019,1
Assam,Sivasagar,Convicted,11,2015,2015,2018,2
Assam,Morigaon,Disposed uncontest,36,2014,2014,2015,1
Assam,Karimganj,Discharged,14,2018,2018,2019,1
Delhi,South East,Acquitted,1,2013,2013,2019,4
Delhi,South West,Discharged,3,2018,2018,2019,1
Haryana,Sonepat,Convicted,24,2017,2017,2018,20
Haryana,Jhajjar,Convicted,24,2018,2018,2020,1
Delhi,West,Convicted - Plead Guilty,24,2013,2013,2018,1
Haryana,Jhajjar,Convicted,24,2014,2014,2015,1
Haryana,Jind,Acquitted,25,2016,2016,2018,5
Assam,Golaghat,Acquitted,10,2015,2014,2019,1
Delhi,North West,Convicted - Fined,7,2017,2017,2019,6
Assam,Karbi Anglong,Convicted - Probation,68,2016,2017,2019,1
Haryana,Rewari,Acquitted,25,2017,2017,2017,11
Delhi,Central,Allowed,31,2018,2018,2018,1
Assam,Karbi Anglong,Convicted,11,2015,2014,2018,1
Delhi,Central,Convicted - Fined,7,2013,2013,2016,2
Haryana,Kurukshetra,Acquitted,25,2015,2015,2017,1
Delhi,Central,Acquitted,1,2019,2019,2019,1
Assam,Golaghat,Acquitted,10,2017,2017,2020,2
Assam,Dibrugarh,Disposed,30,2016,2016,2016,1
Haryana,Rohtak,Acquitted,46,2019,2019,2020,3
Delhi,West,PO Consigned,12,2018,2018,2018,2
Delhi,Central,Untraced,46,2015,2015,2015,1
Delhi,Shahdara,Convicted,2,2016,2016,2020,1
Assam,Dibrugarh,Discharged,14,2015,2015,2019,1
Assam,Hailakandi,Acquitted,10,2019,2019,2019,10
Assam,Nalbari,Acquitted,10,2017,2017,2020,2
Assam,Nalbari,Convicted,11,2019,2019,2020,1
Haryana,Panchkula,Convicted,24,2016,2016,2018,3
Assam,Nagaon,Abated,13,2018,2018,2018,1
Haryana,Rewari,Convicted,24,2019,2019,2020,1
Haryana,Kurukshetra,Abated,29,2016,2016,2018,1
Delhi,North West,Dismissed,6,2018,2018,2018,1
Assam,Nalbari,Disposed,30,2017,2017,2019,1
Assam,Barpeta,Discharged,14,2019,2019,2019,2
Delhi,Shahdara,Cancelled,53,2018,2018,2019,1
Assam,Sonitpur,Transferred,1,2016,2016,2018,1
Delhi,Shahdara,Acquitted,1,2018,2018,2020,5
Haryana,Faridabad,Transferred,1,2018,2018,2019,1
Assam,Kokrajhar,Acquitted - Judgement delivered,41,2019,2019,2020,5
Haryana,Panipat,Convicted,24,2016,2016,2019,3
Assam,Golaghat,Acquitted,10,2016,2016,2019,8
Haryana,Faridabad,Convicted,24,2016,2016,2016,4
Delhi,New Delhi,Quashed,17,2018,2018,2019,1
Assam,Golaghat,Case is filed,21,2018,2018,2019,3
Assam,Darrang,Acquitted,10,2016,2016,2017,5
Haryana,Kaithal,Consigned,38,2016,2016,2016,1
Assam,Cachar,Declared Juvenile,95,0   ,2015,2016,1
Delhi,South West,Acquitted,1,2016,2016,2016,1
Delhi,North,Acquitted,1,2016,2016,2019,7
Delhi,North East,Convicted,2,2016,2016,2020,1
Haryana,Panchkula,Disposed of with directions,36,2018,2018,2018,1
Assam,Sonitpur,Transferred,1,2018,2018,2018,5
Haryana,Rohtak,Convicted - Probation,26,2018,2018,2019,1
Assam,Goalpara,Acquitted,10,0   ,2015,2016,1
Assam,Morigaon,Convicted,11,2016,2016,2018,2
Assam,Nalbari,Acquitted,10,2016,2016,2019,2
Haryana,Jhajjar,Acquitted,25,2013,2013,2015,1
Haryana,Gurugram,Convicted,24,2018,2018,2019,3
Delhi,South,Convicted,2,2017,2017,2020,1
Delhi,Central,Convicted - Probation,43,2017,2017,2019,2
Delhi,North West,Quashed,17,2018,2018,2019,1
Assam,Baksa,Disposed off on contest,50,2018,2018,2020,6
Assam,Morigaon,Transferred,1,2019,2019,2020,7
Assam,Lakhimpur,Allowed,16,2019,2019,2019,1
Haryana,Sonepat,Convicted,24,2015,2015,2015,5
Assam,Nalbari,Transferred,43,2016,2016,2018,7
Delhi,North West,Quashed,17,2017,2017,2018,2
Haryana,Gurugram,Convicted,24,2015,2015,2017,1
Assam,Goalpara,Acquitted,10,2018,2018,2020,1
Assam,Dhemaji,Abated,13,2018,2018,2019,1
Assam,Barpeta,Convicted,11,2018,2018,2019,16
Haryana,Jhajjar,Acquitted,25,2016,2016,2016,5
Haryana,Panchkula,Disposed of with directions,36,2017,2017,2018,1
Assam,Kamrup,Acquitted,10,2019,2019,2019,4
Assam,Cachar,Convicted,101,2015,2015,2016,1
Haryana,Sirsa,Acquitted,25,2015,2016,2016,1
Haryana,Fatehabad,Convicted,24,2015,2015,2017,1
Delhi,Central,Clubbed in FIR,70,2016,2016,2018,2
Delhi,North,Acquitted,1,2016,2016,2016,3
Assam,Karbi Anglong,Acquitted,10,2015,2015,2019,1
Assam,Kamrup Metro,Convicted,11,2017,2017,2018,1
Delhi,West,Transferred,74,2014,2014,2018,2
Assam,Karimganj,Acquitted,10,2017,2017,2017,1
Delhi,New Delhi,Acquitted,1,2019,2013,2019,1
Haryana,Sonepat,Acquitted,25,2014,2014,2014,4
Assam,Cachar,Acquitted,10,0   ,2015,2017,1
Delhi,North West,Rejected,36,2018,2018,2018,1
Haryana,Kurukshetra,Convicted,24,2014,2014,2015,2
Assam,Sonitpur,Convicted,11,2018,2018,2020,1
Haryana,Panchkula,Convicted,24,2015,2015,2016,1
Haryana,Gurugram,Disposed,41,2018,2018,2019,1
Haryana,Kurukshetra,Convicted,24,2016,2016,2016,2
Assam,Sonitpur,Dismissed,3,2015,2015,2015,1
Assam,Dibrugarh,Case is filed,21,2014,2014,2015,1
Delhi,New Delhi,Convicted - Fined,7,2016,2016,2019,1
Assam,Cachar,Converted,94,0   ,2016,2017,1
Assam,Kokrajhar,Acquitted - Judgement delivered,41,2018,2018,2020,1
Haryana,Panipat,Convicted,24,2015,2015,2015,2
Haryana,Jhajjar,Convicted,109,2017,2017,2019,1
Assam,Dhemaji,Convicted,11,0   ,2014,2017,1
Delhi,Central,Convicted - Undergone,34,2014,2014,2015,1
Haryana,Sonepat,Transferred,1,2015,2015,2015,1
Assam,Darrang,Acquitted,10,2015,2015,2015,2
Delhi,North,Convicted - Fined,7,2013,2013,2019,1
Delhi,Central,Convicted - Fined,7,2018,2018,2020,2
Haryana,Ambala,Convicted,24,2017,2017,2018,10
Haryana,Faridabad,Quashed,47,2016,2016,2018,1
Assam,Sonitpur,Transferred,56,2018,2018,2018,1
Assam,Barpeta,Disposed,30,2019,2019,2019,1
Delhi,South West,Convicted,2,2015,2015,2019,1
Delhi,Shahdara,Quashed,17,2015,2015,2020,1
Haryana,Palwal,Acquitted,25,2018,2018,2018,19
Haryana,Faridabad,Consigned,38,2017,2017,2018,3
Assam,Sivasagar,Acquitted,10,2016,2016,2018,9
Assam,Cachar,Transferred,1,2016,2016,2016,2
Haryana,Jind,Disposed of with directions,36,2019,2019,2019,1
Haryana,Hisar,Abated,29,2016,2016,2017,1
Assam,Karbi Anglong,Stayed,32,2019,2019,2019,1
Haryana,Rohtak,Acquitted,46,2015,2015,2018,1
Delhi,North West,Acquitted,1,2018,2018,2018,1
Assam,Cachar,Acquitted,10,2013,2013,2017,1
Delhi,West,Convicted,2,2018,2018,2020,2
Assam,Nagaon,Acquitted,10,2019,2019,2020,1
Delhi,South East,Quashed,17,2018,2018,2019,1
Haryana,Gurugram,Acquitted,25,2019,2019,2019,14
Assam,Jorhat,Case is filed,21,2017,2017,2019,1
Assam,Lakhimpur,Convicted,11,2016,2016,2020,1
Delhi,North West,Disposed,8,2017,2017,2020,1
Assam,Nalbari,Acquitted,10,2017,2017,2019,4
Haryana,Ambala,Acquitted,25,2018,2018,2019,17
Assam,Baksa,Disposed,30,2018,2018,2019,6
Delhi,Central,Convicted,2,2015,2015,2017,1
Haryana,Hisar,Dismissed,1000,2016,2016,2017,1
Delhi,North,Disposed,8,2019,2019,2020,1
Haryana,Jind,Convicted,24,2017,2017,2020,2
Haryana,Fatehabad,Acquitted,25,2015,2015,2015,12
Assam,Bongaigaon,Acquitted,10,2017,2017,2017,2
Assam,Dhubri,Convicted,11,2017,2017,2017,1
Haryana,Sonepat,Convicted,24,2018,2018,2019,20
Assam,Sonitpur,Further investigation ordered,39,2014,2014,2014,1
Haryana,Jhajjar,Convicted,24,2015,2015,2017,2
Haryana,Ambala,Acquitted,25,2016,2016,2017,6
Haryana,Sonepat,Convicted,24,2015,2015,2017,3
Delhi,West,Acquitted,1,2014,2014,2015,1
Assam,Tinsukia,Acquitted,10,2018,2018,2018,1
Delhi,South West,Untraced,46,2016,2016,2016,1
Delhi,West,PO Consigned,12,2013,2013,2020,1
Haryana,Faridabad,Allowed,15,2017,2017,2018,1
Assam,Nalbari,Convicted,11,2016,2016,2018,1
Delhi,Shahdara,Acquitted,1,2014,2014,2019,8
Delhi,North,Convicted,2,2013,2013,2019,3
Haryana,Ambala,Acquitted,25,2014,2014,2014,5
Assam,Dibrugarh,Case is filed,21,2016,2016,2017,2
Assam,Sonitpur,Acquitted,10,2016,2016,2018,9
Delhi,West,Acquitted,1,2013,2013,2015,4
Delhi,West,Disposed,8,2013,2013,2018,1
Assam,Sonitpur,Acquitted,10,2016,2016,2017,8
Assam,Nalbari,Acquitted,10,2016,2016,2018,1
Assam,Barpeta,Case is filed,21,2019,2019,2020,1
Delhi,North West,PO Consigned,12,2019,2019,2019,2
Delhi,New Delhi,Untraced,46,2017,2017,2018,1
Haryana,Palwal,Disposed of with directions,36,2019,2019,2019,2
Assam,Karbi Anglong,Convicted,11,2018,2018,2019,3
Delhi,West,Acquitted,1,2015,2015,2017,12
Assam,Lakhimpur,Acquitted,10,2016,2016,2019,2
Delhi,North,Acquitted,1,2017,2017,2019,16
Assam,Golaghat,Acquitted,10,2014,2014,2020,1
Assam,Dhubri,Convicted,11,2018,2018,2020,1
Assam,Morigaon,Transferred - JJB,50,2019,2019,2020,1
Haryana,Ambala,Convicted,24,2016,2016,2016,1
Haryana,Rewari,Acquitted,25,2016,2016,2016,2
Assam,Karimganj,Convicted,47,2015,2015,2019,1
Delhi,Shahdara,Allowed,31,2019,2019,2019,1
Delhi,Central,Acquitted,1,2015,2015,2017,5
Haryana,Hisar,Acquitted,25,2015,2015,2015,1
Delhi,Central,Adjourned Sine die,11,2018,2018,2019,2
Delhi,Central,Convicted - Probation,43,2013,2013,2017,3
Delhi,North,Acquitted,1,2015,2015,2017,2
Delhi,South East,Adjourned Sine die,11,2019,2019,2019,1
Delhi,West,Quashed,17,2013,2013,2016,1
Haryana,Rewari,Convicted,24,2015,2015,2016,1
Haryana,Jind,Convicted,24,2015,2015,2017,2
Haryana,Ambala,Acquitted,25,2014,2014,2016,1
Assam,Karbi Anglong,Discharged,14,2018,2018,2019,1
Haryana,Jind,Convicted,24,2017,2017,2019,6
Delhi,South West,Cancelled,53,2018,2018,2019,1
Assam,Dhemaji,Acquitted,10,2018,2018,2018,11
Delhi,Shahdara,PO Consigned,12,2019,2019,2020,1
Assam,Sivasagar,Transferred,1,2019,2019,2019,1
Delhi,South,Convicted,2,2014,2015,2019,6
Delhi,South West,Acquitted,1,2017,2017,2020,1
Delhi,Shahdara,Cancelled,53,2019,2019,2020,2
Delhi,South West,Allowed,31,2018,2018,2018,13
Haryana,Sonepat,Acquitted,25,2014,2014,2015,7
Delhi,Central,PO Consigned,12,2016,2016,2019,2
Delhi,North West,Cancelled,53,2019,2019,2019,1
Delhi,Central,Abated,5,2015,2015,2017,1
Assam,Sivasagar,Transferred,1,2015,2015,2015,1
Assam,Nalbari,Acquitted,10,2015,2015,2018,1
Assam,Sonitpur,Disposed,30,2018,2018,2018,2
Assam,Sonitpur,Disposed,30,2017,2017,2018,1
Haryana,Hisar,Transferred,1,2019,2019,2019,2
Haryana,Sirsa,Acquitted,25,2015,2015,2017,6
Assam,Dibrugarh,Convicted,11,2016,2016,2019,2
Haryana,Hisar,Transferred,1,2019,2019,2020,1
Assam,Dhemaji,Case is filed,21,2018,2018,2018,1
Haryana,Kurukshetra,Acquitted,25,2014,2014,2015,1
Delhi,West,Acquitted,1,2013,2013,2019,44
Delhi,South,Allowed,31,2017,2017,2018,1
Haryana,Panchkula,Convicted,24,2017,2017,2018,1
Delhi,North,Convicted - Fined,7,2014,2014,2018,1
Haryana,Panchkula,Discharged,23,2017,2017,2017,1
Assam,Sivasagar,Case is filed,21,2016,2016,2018,1
Haryana,Faridabad,Disposed,50,2019,2019,2020,1
Delhi,North East,Abated,5,2018,2018,2018,2
Assam,Dhemaji,Transferred,1,2016,2016,2017,1
Assam,Golaghat,Plaintiff suit is dissmissed counter claims decreed,42,2016,2016,2017,1
Assam,Dhubri,Acquitted,10,0   ,2015,2016,2
Assam,Udalguri,Convicted,11,2018,2018,2019,2
Assam,Karbi Anglong,Transferred,1,2014,2014,2019,1
Assam,Sivasagar,Convicted,11,2016,2016,2019,2
Assam,Tinsukia,Acquitted,10,2017,2017,2020,1
Assam,Darrang,Convicted,11,2018,2018,2020,1
Assam,Dibrugarh,Convicted,11,2015,2015,2019,5
Delhi,North West,Quashed,17,2016,2016,2016,1
Delhi,North,Acquitted,1,2019,2019,2019,8
Delhi,Central,Acquitted,1,2017,2017,2018,16
Delhi,South West,Abated,5,2016,2016,2018,1
Delhi,South East,Acquitted,1,2015,2015,2019,1
Delhi,South East,Convicted,2,2013,2013,2020,2
Delhi,South East,Acquitted,1,2016,2016,2017,1
Haryana,Jhajjar,Acquitted,25,2018,2018,2020,6
Assam,Dhemaji,Acquitted,10,0   ,2016,2017,1
Assam,Karbi Anglong,Case is filed,21,2017,2017,2019,1
Assam,Dibrugarh,Convicted,11,2017,2017,2017,1
Haryana,Sirsa,Convicted,24,2017,2017,2018,7
Assam,Dhubri,Convicted,11,2017,2017,2019,6
Assam,Jorhat,Convicted,11,0   ,2015,2017,1
Delhi,South West,Convicted - Fined,7,2016,2016,2020,1
Assam,Dima Hasao,Acquitted,10,2018,2018,2019,1
Assam,Nalbari,Disposed,30,2019,2019,2020,1
Assam,Cachar,Acquitted,10,2018,2018,2018,3
Haryana,Sonepat,Acquitted,25,2015,2015,2015,18
Assam,Kamrup Metro,Convicted,11,2017,2017,2019,1
Delhi,South,Acquitted,1,2019,2019,2019,1
Delhi,Shahdara,Abated,5,2019,2019,2019,1
Assam,Karbi Anglong,Convicted,67,2015,2015,2019,1
Assam,Goalpara,Acquitted,10,0   ,2015,2015,1
Delhi,East,Acquitted,1,2014,2014,2020,2
Assam,Lakhimpur,Acquitted,10,2015,2015,2017,2
Haryana,Rohtak,Acquitted,46,2017,2017,2017,22
Delhi,South West,Transferred,64,2017,2017,2018,4
Delhi,South East,Disposed,8,2017,2017,2018,1
Haryana,Hisar,Disposed of with directions,36,2017,2017,2017,1
Delhi,South East,Allowed,31,2018,2018,2019,3
Assam,Golaghat,Convicted,11,2015,2015,2017,1
Haryana,Gurugram,"Some Convicted, some Acquitted",55,2017,2017,2019,1
Haryana,Panipat,Acquitted,25,2018,2018,2018,3
Haryana,Gurugram,Disposed,41,2019,2019,2019,2
Delhi,North East,PO Consigned,12,2018,2018,2019,1
Assam,Goalpara,Acquitted,10,2015,2015,2016,1
Delhi,West,Adjourned Sine die,11,2017,2017,2019,1
Assam,Dibrugarh,Acquitted,10,2014,2014,2015,7
Assam,Golaghat,Disposed otherwise,2,2019,2019,2019,5
Assam,Barpeta,Case is filed,21,2019,2019,2019,1
Assam,Udalguri,Acquitted,10,2018,2018,2019,15
Haryana,Kurukshetra,Convicted,24,2015,2015,2015,2
Assam,Bongaigaon,Acquitted,10,2016,2016,2017,4
Haryana,Sirsa,Acquitted,25,2015,2015,2015,9
Delhi,North,Acquitted,1,2017,2017,2017,8
Haryana,Faridabad,Acquitted,25,2017,2017,2017,8
Assam,Dibrugarh,Convicted,11,2017,2017,2019,3
Haryana,Panchkula,Acquitted,25,2017,2017,2018,1
Assam,Sonitpur,Case is filed,21,2016,2016,2018,1
Assam,Darrang,Case is filed,21,2018,2018,2019,1
Delhi,North,Untraced,46,2016,2016,2017,1
Assam,Kamrup,Convicted,11,2015,2015,2018,1
Delhi,South West,Acquitted,1,2018,2018,2018,26
Haryana,Gurugram,Disposed of with directions,36,2017,2017,2019,1
Assam,Sivasagar,Case is filed,21,2015,2015,2017,1
Haryana,Faridabad,Remand back,51,2017,2017,2017,1
Delhi,North,Untraced,46,2016,2016,2016,3
Assam,Tinsukia,Convicted,11,2016,2016,2019,1
Assam,Nalbari,Acquitted,10,2017,2017,2018,5
Delhi,South,Untraced,46,2019,2019,2020,1
Haryana,Jhajjar,Convicted,24,2016,2016,2019,2
Haryana,Rewari,Convicted,24,2018,2018,2018,15
Assam,Jorhat,Discharged,14,2018,2018,2019,1
Delhi,South West,Allowed,31,2017,2017,2019,2
Assam,Sonitpur,Case is filed,21,2018,2018,2018,14
Haryana,Jhajjar,Convicted - Probation,26,2014,2014,2015,1
Assam,Barpeta,Transferred,1,2017,2017,2017,1
Delhi,South West,Transferred,64,2019,2019,2019,2
Delhi,North,Convicted - Undergone,34,2016,2016,2020,1
Delhi,North,Acquitted,1,2015,2015,2019,3
Assam,Sonitpur,Case is filed,21,2019,2019,2019,17
Haryana,Panchkula,Convicted,24,2016,2016,2016,3
Assam,Baksa,Case is filed,21,2018,2018,2019,4
Assam,Dibrugarh,Convicted,11,0   ,2014,2015,1
Assam,Kamrup Metro,Convicted,11,2016,2016,2018,3
Delhi,North West,Convicted - Fined,7,2016,2016,2018,4
Assam,Kamrup Metro,Dismissed,3,2017,2017,2019,1
Delhi,North West,Acquitted,1,2017,2017,2017,1
Delhi,North,Acquitted,1,2015,2015,2018,3
Delhi,North East,Acquitted,1,2017,2017,2019,5
Assam,Sonitpur,Transferred,56,2014,2014,2015,1
Assam,Cachar,Acquitted,38,2019,2019,2019,1
Haryana,Jhajjar,Convicted - Fined,44,2015,2015,2016,1
Delhi,West,Convicted - Fined,7,2014,2014,2018,8
Delhi,North West,Convicted - Plead Guilty,24,2016,2016,2018,1
Assam,Morigaon,Convicted,11,2015,2015,2019,1
Haryana,Rewari,Disposed of with directions,36,2019,2019,2020,2
Assam,Kamrup Metro,Disposed,30,2018,2018,2018,2
Assam,Sonitpur,Remand back,22,2017,2017,2017,1
Haryana,Yamunanagar,Disposed of with directions,36,2016,2016,2017,1
Delhi,Central,Acquitted,1,2015,2015,2019,7
Haryana,Yamunanagar,Convicted,24,2016,2016,2016,1
Delhi,South East,Abated,5,2017,2017,2017,1
Haryana,Sonepat,Convicted - Undergone,1001,2016,2016,2017,2
Assam,Sonitpur,Convicted,11,2015,2015,2016,4
Assam,Cachar,Converted,94,2019,2019,2019,2
Assam,Baksa,Case is filed,21,2018,2015,2018,1
Delhi,South West,Convicted - Fined,7,2014,2014,2018,1
Haryana,Kaithal,Convicted,24,2017,2017,2019,2
Delhi,South,Untraced,46,2019,2019,2019,1
Assam,Bongaigaon,Convicted,11,2017,2017,2017,2
Haryana,Palwal,Convicted,24,2019,2019,2020,2
Haryana,Gurugram,Consigned,49,2017,2017,2018,1
Delhi,South,Convicted,2,2015,2015,2020,1
Haryana,Sonepat,Convicted,24,2015,2015,2016,11
Assam,Karbi Anglong,Transferred,1,2017,2017,2019,1
Delhi,West,Quashed,17,2014,2014,2017,1
Delhi,South West,Disposed,8,2016,2016,2016,1
Assam,Dhubri,Case is filed,21,2015,2015,2015,1
Delhi,Central,Transferred,73,2019,2019,2019,1
Haryana,Sirsa,Acquitted,25,2014,2014,2016,4
Haryana,Kurukshetra,Convicted,24,2016,2016,2019,1
Delhi,North West,Abated,5,2018,2018,2019,1
Haryana,Gurugram,Acquitted,25,2016,2016,2017,8
Assam,Udalguri,Acquitted,10,2016,2016,2018,3
Assam,Morigaon,Transferred - JJB,50,2019,2019,2019,1
Haryana,Sonepat,Disposed,1007,2018,2018,2019,1
Assam,Chirang,Acquitted,10,2015,2015,2018,2
Delhi,East,Acquitted,1,2017,2017,2019,1
Haryana,Faridabad,Acquitted,25,2018,2018,2020,15
Assam,Kamrup,Acquitted,10,2016,2018,2020,1
Haryana,Rohtak,Convicted,24,2015,2015,2015,1
Delhi,Central,Convicted - Fined,7,2016,2016,2020,5
Assam,Udalguri,Convicted,11,2017,2017,2019,1
Haryana,Faridabad,Acquitted,25,2019,2019,2020,7
Haryana,Kaithal,Acquitted,25,2019,2019,2019,13
Delhi,South West,Abated,5,2017,2017,2017,1
Assam,Nagaon,Transferred,36,2016,2016,2016,2
Haryana,Hisar,Acquitted,25,2019,2019,2019,10
Assam,Morigaon,Acquitted,10,2018,2018,2020,2
Assam,Barpeta,Transferred,68,2014,2014,2015,2
Delhi,West,Convicted,2,2013,2013,2017,1
Assam,Udalguri,Acquitted,10,2015,2015,2019,2
Delhi,Central,Convicted - Fined,7,2014,2014,2017,3
Haryana,Jhajjar,Acquitted,25,2015,2015,2015,13
Assam,Nagaon,Transferred,36,2019,2019,2020,1
Assam,Dhubri,Acquitted,10,2015,2015,2015,1
Haryana,Sonepat,Acquitted,25,2017,2017,2019,3
Delhi,North West,Transferred - Restoration,16,2018,2018,2019,1
Assam,Barpeta,Transferred,68,2015,2015,2015,3
Haryana,Sirsa,Disposed of with directions,36,2018,2018,2018,2
Assam,Lakhimpur,Disposed,30,2015,2015,2020,1
Delhi,East,Acquitted,1,2019,2019,2020,6
Assam,Cachar,Disposed,30,2016,2016,2019,1
Assam,Lakhimpur,Disposed otherwise,2,2020,2020,2020,7
Delhi,South West,Discharged,3,2017,2017,2017,1
Haryana,Panchkula,Acquitted,25,2016,2016,2020,1
Haryana,Hisar,Convicted,24,2017,2017,2017,1
Haryana,Ambala,Convicted,24,2015,2015,2016,3
Haryana,Faridabad,Acquitted,25,2015,2015,2016,9
Delhi,New Delhi,Disposed,8,2019,2019,2019,2
Haryana,Faridabad,Convicted,24,2016,2016,2018,12
Haryana,Fatehabad,Convicted,24,2018,2018,2019,8
Delhi,Central,Convicted - Fined,7,2014,2014,2014,1
Assam,Nagaon,Convicted,11,2018,2018,2019,7
Haryana,Jhajjar,Convicted,24,2014,2014,2016,2
Assam,Sivasagar,Stayed,49,2014,2014,2014,1
Haryana,Ambala,Abated,29,2018,2018,2019,1
Haryana,Kurukshetra,Acquitted,25,2014,2014,2014,1
Haryana,Sonepat,Acquitted,25,2018,2018,2018,4
