state_name,district_name,updated_disp_name,disp_nature,fil_year,reg_year_date,decision_year,total_cases
Delhi,South West,PO Consigned,12,2017,2017,2019,1
Assam,Sonitpur,Case is filed,21,2017,2017,2017,4
Delhi,Central,Acquitted,1,2018,2018,2018,5
Delhi,South,Acquitted,1,2015,2015,2020,1
Assam,Dhubri,Acquitted,10,0   ,2015,2019,1
Haryana,Palwal,Convicted,24,2018,2018,2018,5
Assam,Cachar,Convicted,11,2014,2014,2017,1
Assam,Cachar,Acquitted,10,2018,2018,2020,2
Delhi,West,Convicted - Fined,7,2019,2019,2020,1
Assam,Sivasagar,Abated,13,2016,2016,2017,1
Delhi,South East,Abated,5,2017,2017,2020,1
Assam,Udalguri,Acquitted,10,2016,2015,2018,3
Assam,Kamrup,Convicted,11,2018,2018,2019,8
Delhi,South,Convicted,2,2016,2016,2019,2
Assam,Udalguri,Proceeding dropped,46,2018,2018,2019,1
Assam,Chirang,Abated,13,2018,2018,2018,1
Assam,Sonitpur,Converted,55,2016,2016,2016,1
Assam,Cachar,Disposed,30,2019,2019,2019,2
Haryana,Sonepat,Convicted,24,2016,2016,2017,14
Haryana,Panipat,Convicted,24,2017,2017,2019,11
Assam,Morigaon,Acquitted,10,2014,2014,2020,1
Assam,Kamrup,Convicted,11,2019,2019,2019,1
Assam,Nagaon,Acquitted,10,2014,2014,2016,4
Assam,Hailakandi,Convicted,11,2018,2018,2019,1
Delhi,Shahdara,Abated,5,2018,2018,2019,1
Delhi,Central,Cancelled,53,2013,2013,2013,1
Delhi,North,Abated,5,2017,2017,2018,3
Delhi,North West,Untraced,46,2018,2018,2019,1
Assam,Golaghat,Acquitted,10,2015,2014,2018,1
Delhi,West,Quashed,17,2015,2015,2018,1
Delhi,West,Acquitted,1,2014,2014,2019,27
Assam,Udalguri,Convicted,11,2019,2019,2020,1
Delhi,South East,Acquitted,1,2019,2019,2019,4
Delhi,West,Disposed,8,2017,2017,2018,1
Assam,Kamrup,Acquitted,10,2017,2017,2018,4
Haryana,Sonepat,Convicted,24,2019,2019,2019,2
Haryana,Sonepat,Convicted,24,2014,2014,2015,6
Delhi,South West,Convicted,2,2014,2014,2020,1
Assam,Lakhimpur,Acquitted,10,2017,2017,2018,5
Haryana,Faridabad,Acquitted,25,2019,2019,2019,6
Delhi,South,Acquitted,1,2017,2016,2019,1
Delhi,New Delhi,Acquitted,1,2016,2016,2017,5
Assam,Baksa,Stayed,33,2018,2018,2018,1
Haryana,Kurukshetra,Convicted,24,2016,2016,2017,6
Haryana,Sonepat,Disposed,1007,2018,2018,2018,1
Assam,Karbi Anglong,Convicted,11,2017,2018,2018,1
Delhi,South West,Discharged,3,2019,2019,2019,2
Assam,Sivasagar,Acquitted,10,2016,2016,2017,8
Haryana,Kurukshetra,Acquitted,25,2018,2018,2018,1
Haryana,Jind,Adjourned Sine die,44,2018,2018,2019,1
Assam,Dhemaji,Convicted,11,2015,2015,2019,1
Assam,Karbi Anglong,Transferred,1,2019,2019,2019,1
Assam,Kamrup,Convicted,11,2017,2017,2019,4
Haryana,Sirsa,Acquitted,25,2015,2015,2016,5
Delhi,North,Acquitted,1,2016,2016,2017,22
Assam,Tinsukia,Acquitted,10,0   ,2015,2017,1
Assam,Dhubri,Convicted,11,2017,2017,2018,2
Assam,Dibrugarh,Disposed,30,2015,2015,2015,1
Assam,Hailakandi,Acquitted,10,2016,2016,2017,1
Delhi,West,Clubbed in FIR,70,2018,2018,2018,1
Delhi,North East,Acquitted,1,2014,2014,2019,3
Assam,Barpeta,Acquitted,10,2016,2016,2017,12
Haryana,Rewari,Convicted,24,2018,2018,2019,12
Delhi,South West,Acquitted,1,2016,2016,2020,3
Assam,Chirang,Convicted,11,2017,2017,2019,1
Delhi,West,Remand back,9,2015,2015,2019,1
Assam,Barpeta,Acquitted,76,2019,2019,2019,27
Haryana,Hisar,Acquitted,25,2017,2017,2019,3
Assam,Sivasagar,Acquitted,10,2015,2015,2017,4
Assam,Dhubri,Convicted,11,2018,2018,2019,5
Haryana,Panchkula,Acquitted,25,2018,2018,2019,4
Delhi,East,Acquitted,1,2019,2019,2019,4
Haryana,Faridabad,Convicted,24,2018,2018,2018,1
Assam,Cachar,Acquitted,10,2016,2016,2019,1
Delhi,South East,Cancelled,53,2017,2017,2018,1
Assam,Hailakandi,Acquitted,10,2018,2018,2018,6
Delhi,Central,Adjourned Sine die,11,2015,2015,2019,1
Assam,Morigaon,Transferred,1,2018,2018,2020,2
Assam,Kamrup,Convicted,11,2014,2014,2018,2
Haryana,Sirsa,Acquitted,25,2018,2018,2018,12
Delhi,Shahdara,Discharged,3,2019,2019,2019,2
Delhi,North,Acquitted,1,2016,2015,2017,1
Assam,Karimganj,Disposed,30,2015,2015,2020,1
Assam,Barpeta,Acquitted,10,2020,2020,2020,1
Delhi,West,Untraced,46,2017,2017,2018,1
Assam,Goalpara,Transferred - JJB,35,2019,2019,2019,2
Delhi,West,Acquitted,1,2013,2013,2016,4
Delhi,South West,Convicted - Fined,7,2018,2018,2018,3
Delhi,South West,Convicted,2,2018,2018,2019,2
Delhi,Shahdara,Convicted,2,2015,2015,2019,1
Delhi,North,PO Consigned,12,2016,2016,2016,1
Haryana,Palwal,Convicted,24,2019,2019,2019,2
Delhi,North,Acquitted,1,2017,2017,2018,30
Haryana,Sirsa,Abated,29,2015,2015,2015,1
Assam,Jorhat,Acquitted,10,2018,2018,2019,17
Assam,Dhubri,Acquitted,10,2015,2015,2017,1
Assam,Barpeta,Acquitted,10,2019,2019,2019,16
Delhi,North West,Convicted,2,2016,2016,2017,1
Delhi,Central,Untraced,46,2017,2017,2019,1
Haryana,Panipat,Acquitted,25,2017,2017,2017,3
Assam,Tinsukia,Disposed,30,2017,2017,2018,1
Assam,Darrang,Case is filed,21,2016,2016,2019,1
Haryana,Kaithal,Convicted,24,2017,2017,2017,2
Delhi,South,Acquitted,1,2017,2018,2019,1
Delhi,East,Quashed,17,2017,2017,2020,1
Assam,Dibrugarh,Acquitted,10,2016,2016,2020,1
Delhi,South West,Acquitted,1,2019,2019,2019,14
Delhi,North,Transferred,64,2018,2018,2018,1
Delhi,South East,PO Consigned,12,2018,2018,2020,1
Assam,Barpeta,Convicted - Fined,63,2014,2014,2015,1
Delhi,North East,Acquitted,1,2014,2014,2020,1
Haryana,Rohtak,Convicted,24,2018,2018,2020,2
Haryana,Jhajjar,Acquitted,25,2015,2015,2016,8
Haryana,Ambala,Convicted,24,2018,2018,2019,8
Assam,Darrang,Acquitted,10,2016,2016,2019,2
Haryana,Ambala,Convicted,24,2017,2017,2017,1
Haryana,Faridabad,Convicted,24,2016,2016,2017,11
Delhi,Shahdara,Further investigation ordered,52,2019,2019,2019,1
Delhi,South East,Acquitted,1,2017,2017,2018,3
Haryana,Jhajjar,Acquitted,25,2017,2017,2018,11
Assam,Kokrajhar,Acquitted,10,0   ,2015,2015,2
Haryana,Kaithal,Disposed of with directions,36,2017,2017,2017,1
Delhi,Central,Convicted - Probation,33,2013,2013,2013,1
Assam,Sivasagar,Acquitted,10,2014,2014,2017,4
Haryana,Hisar,Convicted,24,2016,2016,2016,1
Haryana,Fatehabad,Convicted,24,2016,2016,2017,4
Haryana,Rohtak,Acquitted,46,2015,2015,2015,13
Assam,Sonitpur,Case is filed,21,2015,2015,2015,1
Assam,Morigaon,Acquitted,10,2018,2018,2019,9
Delhi,North,Acquitted,1,2016,2016,2018,12
Assam,Sivasagar,Acquitted,10,2014,2014,2015,7
Delhi,New Delhi,Quashed,17,2016,2016,2018,1
Haryana,Gurugram,Disposed,41,2019,2019,2020,2
Haryana,Panchkula,Acquitted,25,2018,2018,2018,2
Assam,Darrang,Case is filed,21,2018,2018,2020,1
Haryana,Sonepat,Acquitted,25,2015,2015,2016,13
Haryana,Rewari,Consigned,38,2018,2018,2020,3
Assam,Tinsukia,Transferred,1,2019,2019,2019,1
Haryana,Panchkula,Disposed of with directions,36,2015,2015,2016,1
Haryana,Fatehabad,Convicted,24,2017,2017,2019,2
Delhi,Central,Untraced,46,2019,2019,2019,2
Haryana,Kurukshetra,Acquitted,25,2018,2018,2019,1
Delhi,West,PO Consigned,12,2014,2014,2016,2
Assam,Lakhimpur,Acquitted,10,2019,2019,2019,3
Haryana,Panchkula,Convicted,24,2016,2016,2019,1
Delhi,New Delhi,Untraced,46,2018,2018,2018,1
Delhi,East,Acquitted,1,2015,2015,2020,1
Delhi,West,Clubbed in FIR,70,2016,2016,2016,2
Delhi,New Delhi,Untraced,46,2019,2019,2019,1
Assam,Kamrup,Transferred,1,2017,2017,2018,2
Delhi,North West,Disposed,8,2016,2016,2016,1
Haryana,Jind,Convicted,24,2016,2016,2018,1
Haryana,Hisar,Convicted,24,2018,2018,2019,20
Assam,Kokrajhar,Convicted,11,2016,2016,2019,1
Assam,Udalguri,Acquitted,10,2015,2015,2018,2
Delhi,Central,Cancelled,64,2016,2016,2016,2
Assam,Dhemaji,Case is filed,21,2017,2017,2019,1
Haryana,Sirsa,Acquitted,25,2019,2019,2020,6
Delhi,North,Convicted,2,2014,2014,2017,1
Assam,Kokrajhar,Acquitted,10,2018,2018,2020,1
Delhi,North West,Disposed,8,2018,2018,2018,2
Delhi,North West,Convicted - Fined,7,2016,2016,2020,3
Delhi,West,PO Consigned,12,2018,2018,2019,1
Haryana,Panipat,Convicted,24,2017,2017,2018,5
Haryana,Gurugram,Disposed,41,2017,2017,2017,1
Haryana,Gurugram,Convicted,24,2017,2017,2019,24
Delhi,South,Acquitted,1,2018,2018,2019,9
Delhi,Central,Acquitted,1,2016,2014,2018,1
Assam,Sonitpur,Acquitted,10,2016,2016,2019,4
Delhi,South West,Acquitted,1,2016,2016,2017,16
Assam,Cachar,Acquitted,10,2019,2019,2019,7
Haryana,Sonepat,Disposed,1007,2017,2017,2017,1
Delhi,South East,Abated,5,2016,2016,2019,1
Delhi,North East,Cancelled,53,2019,2019,2019,2
Haryana,Jind,Acquitted,25,2014,2014,2014,2
Assam,Sonitpur,Case is filed,21,2015,2015,2020,1
Haryana,Sonepat,Transferred,1,2018,2018,2018,1
Delhi,Central,Convicted - Fined,7,2015,2015,2020,2
Assam,Barpeta,Disposed,30,2016,2015,2017,1
Assam,Sonitpur,Case is filed,21,2016,2016,2016,3
Haryana,Sirsa,Acquitted,25,2016,2016,2019,1
Haryana,Jhajjar,Acquitted,25,2018,2018,2018,11
Delhi,South West,Discharged,3,2017,2017,2018,2
Delhi,West,Clubbed in FIR,70,2017,2016,2017,1
Delhi,North West,Discharged,3,2019,2019,2019,10
Assam,Sonitpur,Convicted,11,2014,2014,2017,1
Assam,Dhubri,Acquitted,10,0   ,2015,2017,3
Assam,Nagaon,Transferred,36,2014,2014,2015,8
Haryana,Fatehabad,Disposed of with directions,36,2017,2017,2019,1
Assam,Karbi Anglong,Case is filed,21,2015,2015,2018,1
Haryana,Sonepat,Convicted,24,2017,2017,2019,6
Delhi,Central,Acquitted,1,2017,2017,2017,1
Assam,Jorhat,Convicted,11,2016,2016,2018,1
Haryana,Ambala,Acquitted,25,2019,2019,2019,14
Delhi,North West,PO Consigned,12,2016,2016,2019,2
Assam,Nagaon,Abated,13,2018,2018,2019,1
Delhi,North,Abated,5,2018,2018,2018,1
Delhi,North,Convicted - Fined,7,2016,2016,2018,4
Delhi,South,Acquitted,1,2014,2015,2019,3
Haryana,Sonepat,Convicted,24,2019,2019,2020,7
Delhi,West,Disposed,8,2013,2013,2015,1
Assam,Golaghat,Convicted,11,2017,2017,2019,2
Delhi,South West,PO Consigned,12,2018,2018,2018,1
Haryana,Rohtak,Acquitted,46,2016,2016,2017,22
Assam,Kamrup,Acquitted,10,2014,2014,2018,2
Haryana,Panipat,Acquitted,25,2017,2017,2020,1
Delhi,North West,Cancelled,53,2017,2017,2017,1
Assam,Lakhimpur,Disposed otherwise,2,2018,2018,2018,2
Assam,Kamrup,Transferred,1,2017,2017,2017,1
Assam,Dibrugarh,Acquitted,10,2015,2015,2016,12
Haryana,Faridabad,Acquitted,25,2018,2019,2019,2
Delhi,West,PO Consigned,12,2013,2013,2018,1
Haryana,Rohtak,Acquitted,46,2017,2017,2018,12
Haryana,Jind,Acquitted,25,2016,2016,2017,8
Haryana,Faridabad,Convicted,24,2019,2019,2020,2
Assam,Chirang,Acquitted,10,2019,2019,2019,6
Delhi,West,PO Consigned,12,2019,2019,2020,2
Delhi,East,Convicted - Fined,7,2015,2015,2020,1
Delhi,West,Discharged,3,2018,2018,2019,1
Assam,Dhemaji,Stayed,33,2018,2018,2019,1
Assam,Nalbari,Convicted,11,2019,2019,2019,1
Assam,Udalguri,Acquitted,10,2016,2015,2017,3
Assam,Dhubri,Acquitted,10,2018,2018,2018,14
Delhi,West,Convicted - Fined,7,2014,2014,2020,6
Assam,Udalguri,Acquitted,10,2016,2016,2017,1
Assam,Dibrugarh,Case is filed,21,2017,2017,2017,1
Haryana,Kurukshetra,Disposed of with directions,36,2019,2019,2019,2
Delhi,New Delhi,Quashed,17,2016,2016,2017,1
Assam,Tinsukia,Acquitted,10,2019,2019,2019,1
Delhi,West,Convicted,2,2013,2013,2016,1
Delhi,New Delhi,Abated,5,2018,2018,2018,1
Haryana,Hisar,Convicted,24,2019,2019,2019,2
Assam,Udalguri,Acquitted,10,2019,2019,2020,5
Delhi,South,Cancelled,53,2016,2016,2016,1
Assam,Dhubri,Stayed,32,2017,2017,2018,1
Delhi,South West,Convicted,2,2015,2015,2020,1
Assam,Sivasagar,Convicted,11,2016,2016,2018,4
Assam,Dhubri,Convicted,11,2015,2015,2019,1
Haryana,Jind,Convicted,24,2017,2017,2017,1
Delhi,South,Acquitted,1,2016,2016,2018,4
Delhi,Central,Acquitted,1,2014,2014,2014,3
Assam,Golaghat,Case is filed,21,2016,2016,2020,1
Assam,Jorhat,Disposed,30,2019,2019,2020,1
Assam,Dhubri,Convicted,11,2018,2018,2018,1
Assam,Barpeta,Acquitted,10,2016,2014,2018,2
Assam,Nalbari,Transferred,38,2020,2020,2020,1
Delhi,New Delhi,Quashed,17,2017,2017,2018,3
Delhi,North,Abated,5,2016,2016,2017,3
Delhi,Central,Convicted - Fined,4,2015,2015,2020,1
Assam,Golaghat,Acquitted,10,2019,2019,2020,10
Assam,Karimganj,Convicted,11,2016,2016,2018,1
Haryana,Gurugram,Transferred,1,2019,2019,2020,1
Assam,Morigaon,Convicted,11,2014,2014,2017,1
Assam,Dhemaji,Acquitted,10,2017,2017,2019,5
Delhi,South,Convicted,2,2013,2015,2020,2
Assam,Sonitpur,Case is filed,21,2017,2017,2019,5
Assam,Kamrup,Disposed,30,2017,2017,2018,2
Assam,Kamrup,Transferred,1,2018,2018,2018,3
Delhi,North West,Allowed,31,2018,2018,2019,1
Assam,Sivasagar,Acquitted,10,2015,2015,2016,4
Assam,Chirang,Acquitted,10,2016,2016,2018,3
Assam,Morigaon,Transferred,1,2017,2017,2018,1
Haryana,Fatehabad,Acquitted,25,2017,2017,2019,1
Assam,Dhubri,Acquitted,10,2017,2017,2018,14
Assam,Golaghat,Convicted,11,2016,2016,2016,3
Delhi,South East,Acquitted,1,2017,2017,2020,1
Assam,Nagaon,Disposed otherwise,2,2014,2014,2015,3
Assam,Barpeta,Convicted,11,2017,2017,2018,2
Assam,Baksa,Acquitted,10,2019,2019,2019,1
Assam,Sivasagar,Acquitted,10,2015,2015,2019,4
Assam,Cachar,Acquitted,10,2016,2016,2017,8
Assam,Hailakandi,Acquitted,10,2019,2019,2020,3
Assam,Kamrup Metro,Case is filed,21,2018,2018,2020,1
Delhi,South,Abated,48,2017,2017,2019,1
Assam,Lakhimpur,Case is filed,21,2018,2018,2019,1
Delhi,West,Transferred,74,2015,2015,2018,1
Delhi,South West,Convicted,2,2018,2018,2020,2
Delhi,West,Acquitted,1,2013,2013,2018,14
Delhi,West,Convicted - Fined,7,2015,2015,2019,6
Delhi,New Delhi,Quashed,17,2017,2017,2019,3
Haryana,Panipat,Convicted,24,2016,2016,2017,4
Haryana,Faridabad,Disposed,50,2019,2019,2019,4
Delhi,West,Abated,5,2016,2016,2018,2
Haryana,Panchkula,Acquitted,25,2016,2016,2017,3
Delhi,Central,Convicted - Fined,7,2015,2015,2019,5
Haryana,Panipat,Convicted,24,2016,2016,2018,10
Haryana,Palwal,Acquitted,25,2019,2019,2019,5
Haryana,Rewari,Disposed of with directions,36,2020,2020,2020,1
Assam,Sonitpur,Case is filed,21,2015,2015,2019,1
Haryana,Kurukshetra,Acquitted,25,2016,2016,2016,5
Haryana,Hisar,PO Consigned,1007,2016,2016,2017,1
Delhi,West,Acquitted,1,2016,2016,2017,23
Assam,Karbi Anglong,Convicted,67,2017,2017,2019,1
Haryana,Rewari,Acquitted,25,2018,2018,2018,11
Delhi,South East,Untraced,46,2018,2018,2020,1
Delhi,West,Acquitted,1,2014,2014,2017,9
Delhi,West,PO Consigned,12,2018,2018,2020,2
Haryana,Sonepat,Acquitted,25,2019,2019,2020,4
Assam,Bongaigaon,Acquitted,10,2019,2019,2020,4
Delhi,Central,Acquitted,1,2016,2016,2018,10
Delhi,Central,Abated,5,2015,2015,2016,1
Assam,Sivasagar,Transferred,52,2016,2016,2017,1
Assam,Sonitpur,Acquitted,10,2018,2018,2018,11
Assam,Nalbari,Remand back,22,2019,2019,2020,1
Assam,Darrang,Case is filed,21,2015,2015,2019,1
Delhi,East,Disposed,8,2019,2019,2020,2
Delhi,West,Abated,5,2013,2013,2019,1
Assam,Nalbari,Acquitted,10,2016,2016,2016,1
Assam,Kamrup,Transferred,1,2016,2016,2018,1
Assam,Chirang,Acquitted,10,2019,2019,2020,2
Assam,Morigaon,Convicted,11,2014,2014,2015,1
Haryana,Yamunanagar,Convicted,24,2015,2015,2017,4
Delhi,West,Acquitted,1,2016,2016,2019,23
Haryana,Jhajjar,Transferred,1,2015,2015,2015,1
Assam,Dibrugarh,Acquitted,10,2015,2015,2015,6
Haryana,Palwal,Convicted,24,2018,2018,2019,9
Delhi,West,Allowed,31,2014,2014,2018,1
Assam,Barpeta,Disposed,61,2016,2014,2017,1
Delhi,West,Acquitted,1,2017,2017,2020,9
Assam,Nagaon,Discharged,14,2018,2018,2019,1
Haryana,Rohtak,Disposed of with directions,36,2018,2018,2018,1
Assam,Kamrup,Convicted,11,2016,2018,2019,1
Delhi,East,Abated,5,2015,2015,2019,1
Haryana,Panchkula,Convicted,24,2018,2018,2019,2
Haryana,Fatehabad,Acquitted,25,2019,2019,2019,11
Assam,Barpeta,Transferred,1,2016,2016,2018,1
Delhi,North West,Allowed,31,2019,2019,2019,1
Assam,Cachar,Acquitted,10,0   ,2015,2016,3
Haryana,Faridabad,Transferred - Committal,33,2017,2017,2018,1
Delhi,North West,PO Consigned,12,2016,2016,2020,1
Delhi,West,Convicted,2,2012,2012,2018,1
Assam,Kokrajhar,Acquitted,10,2016,2016,2017,1
Assam,Darrang,Acquitted,10,2015,2015,2016,1
Haryana,Jind,Convicted,24,2017,2017,2018,8
Assam,Golaghat,Transferred,1,2019,2019,2019,3
Assam,Kokrajhar,Acquitted - Judgement delivered,41,2019,2019,2019,2
Assam,Sonitpur,Convicted,11,2017,2017,2018,7
Assam,Morigaon,Discharged,14,2018,2018,2019,2
Delhi,Central,Acquitted,1,2018,2018,2019,7
Delhi,Central,Acquitted,1,2015,2015,2018,8
Assam,Morigaon,Acquitted,10,2017,2017,2019,4
Haryana,Jind,Convicted,24,2018,2018,2020,7
Delhi,West,Discharged,3,2015,2015,2018,1
Delhi,South West,Abated,5,2018,2018,2018,1
Haryana,Gurugram,Acquitted,25,2017,2017,2020,4
Assam,Dibrugarh,Convicted,11,2015,2015,2017,6
Assam,Baksa,Convicted,11,2018,2018,2019,1
Delhi,South,Untraced,46,2017,2017,2017,1
Delhi,South East,Acquitted,1,2017,2017,2019,2
Assam,Sonitpur,Transferred,1,2018,2018,2019,1
Delhi,North West,Convicted,2,2019,2019,2019,1
Delhi,New Delhi,PO Consigned,12,2017,2017,2018,1
Assam,Sonitpur,Transferred - JJB,59,2017,2017,2017,1
Assam,Golaghat,Abated,13,2018,2018,2020,1
Haryana,Jhajjar,Acquitted,25,2017,2017,2019,8
Delhi,West,Convicted - Fined,7,2013,2013,2018,13
Delhi,Shahdara,Acquitted,1,2016,2016,2019,2
Delhi,Central,Convicted - Fined,7,2013,2013,2014,10
Assam,Kamrup Metro,Acquitted,10,2018,2018,2019,3
Assam,Kamrup Metro,Acquitted,10,2017,2017,2019,2
Delhi,West,Abated,5,2016,2016,2020,1
Delhi,South East,Acquitted,1,2016,2016,2018,2
Haryana,Fatehabad,Disposed,48,2018,2018,2019,1
Assam,Sonitpur,Convicted,11,2014,2014,2018,1
Haryana,Jhajjar,Allowed,15,2015,2015,2015,1
Haryana,Yamunanagar,Convicted,24,2015,2015,2015,11
Delhi,North West,Abated,5,2016,2016,2018,1
Delhi,South West,PO Consigned,12,2014,2014,2019,1
Delhi,Central,Transferred,73,2016,2016,2018,1
Delhi,West,Quashed,17,2016,2016,2017,1
Assam,Morigaon,Acquitted,10,2020,2020,2020,3
Haryana,Kurukshetra,Convicted,24,2017,2017,2019,1
Haryana,Rohtak,Convicted,24,2017,2017,2018,16
Haryana,Kaithal,Acquitted,25,2018,2018,2018,9
Delhi,West,Acquitted,1,2018,2018,2019,14
Delhi,West,PO Consigned,12,2016,2016,2017,4
Assam,Sonitpur,Case is filed,21,2017,2017,2020,4
Assam,Golaghat,Acquitted,10,2017,2017,2019,14
Delhi,North West,Transferred,64,2018,2018,2019,4
Delhi,East,Acquitted,1,2015,2015,2019,2
Haryana,Panipat,Transferred,1,2016,2016,2016,1
Haryana,Kurukshetra,Abated,29,2019,2019,2020,1
Haryana,Fatehabad,Convicted,24,2019,2019,2019,1
Haryana,Palwal,Acquitted,25,2019,2019,2020,2
Delhi,South East,Convicted,2,2013,2013,2019,2
Delhi,West,Convicted,2,2019,2019,2019,1
Assam,Sonitpur,Acquitted,10,2017,2017,2017,9
Haryana,Sonepat,Disposed,1007,2019,2019,2020,1
Haryana,Gurugram,Convicted,24,2016,2016,2018,2
Haryana,Gurugram,Convicted,24,2017,2017,2018,4
Assam,Cachar,Convicted - Fined,57,2016,2016,2017,1
Haryana,Bhiwani,Convicted,24,2019,2019,2020,2
Assam,Dhemaji,Convicted,11,0   ,2015,2017,3
Assam,Kamrup Metro,Acquitted,10,2019,2019,2020,1
Assam,Chirang,Case is filed,21,2019,2019,2020,1
Assam,Dibrugarh,Convicted,11,2015,2015,2016,3
Assam,Hailakandi,Convicted,11,2017,2017,2018,3
Assam,Barpeta,Disposed,30,2019,2019,2020,1
Delhi,North West,Acquitted,1,2016,2016,2017,14
Assam,Kamrup Metro,Convicted,11,2014,2014,2015,1
Assam,Dhemaji,Case is filed,21,2018,2018,2019,3
Haryana,Jhajjar,Acquitted,25,2015,2015,2018,4
Delhi,West,Clubbed in FIR,70,2016,2016,2017,2
Assam,Sivasagar,Transferred,1,2016,2016,2018,13
Haryana,Yamunanagar,Acquitted,25,2018,2018,2018,1
Delhi,West,Cancelled,64,2016,2016,2016,1
Assam,Cachar,Acquitted,38,2019,2019,2020,1
Assam,Sivasagar,Acquitted,10,2017,2016,2019,1
Haryana,Faridabad,Acquitted,25,2016,2016,2017,33
Haryana,Sirsa,Convicted,24,2015,2015,2015,2
Delhi,West,Transferred,74,2016,2016,2017,1
Delhi,West,Acquitted,1,2016,2016,2018,22
Assam,Dibrugarh,Case is filed,21,2015,2015,2017,1
Delhi,North West,Acquitted,1,2018,2018,2019,9
Delhi,North West,PO Consigned,12,2017,2017,2017,2
Assam,Nalbari,Acquitted,10,2014,2014,2018,1
Haryana,Faridabad,Consigned,38,2019,2019,2019,1
Assam,Kokrajhar,Acquitted - Judgement delivered,41,2017,2017,2019,1
Assam,Kamrup,Acquitted,10,2015,2015,2018,1
Delhi,Shahdara,Convicted,2,2017,2017,2019,1
Assam,Nagaon,Disposed,30,2014,2014,2014,1
Assam,Morigaon,Transferred - JJB,50,2017,2017,2018,1
Haryana,Kurukshetra,Acquitted,25,2017,2017,2017,11
Delhi,Shahdara,Acquitted,1,2019,2019,2019,3
Assam,Nalbari,Convicted,11,2016,2016,2016,1
Haryana,Faridabad,Convicted,24,2018,2019,2020,1
Delhi,New Delhi,Quashed,17,2018,2018,2020,1
Assam,Darrang,Acquitted,10,2017,2017,2019,1
Haryana,Jhajjar,Acquitted,25,2019,2019,2019,17
Delhi,North,PO Consigned,12,2014,2014,2018,1
Delhi,South West,Acquitted,1,2013,2013,2019,6
Assam,Golaghat,Acquitted,10,2014,2014,2018,2
Delhi,South West,Acquitted,1,2017,2017,2018,29
Assam,Udalguri,Acquitted,10,2017,2017,2017,1
Haryana,Faridabad,PO Consigned,55,2017,2017,2018,1
Assam,Kamrup,Acquitted,10,2015,2018,2020,2
Delhi,Shahdara,Convicted,2,2016,2016,2019,1
Delhi,South East,Acquitted,1,2016,2016,2020,2
Haryana,Kurukshetra,Acquitted,25,2015,2015,2016,1
Haryana,Panchkula,Acquitted,25,2016,2016,2018,2
Assam,Cachar,Convicted,11,0   ,2015,2016,1
Delhi,South West,Acquitted,1,2020,2020,2020,1
Delhi,North West,Discharged,3,2018,2018,2018,13
Delhi,West,Acquitted,1,2019,2017,2018,1
Delhi,South,PO Consigned,12,2013,2015,2020,1
Assam,Barpeta,Acquitted,10,2019,2019,2020,5
Assam,Golaghat,Acquitted,10,2014,2014,2019,1
Delhi,North,Quashed,17,2015,2015,2019,1
Haryana,Jind,Acquitted,25,2014,2014,2016,1
Assam,Sonitpur,Disposed,30,2016,2016,2017,1
Delhi,West,Abated,5,2019,2019,2020,1
Assam,Golaghat,Case is filed,21,2016,2016,2016,1
Delhi,West,Convicted - Plead Guilty,24,2014,2014,2018,1
Haryana,Hisar,Acquitted,25,2020,2020,2020,1
Assam,Lakhimpur,Acquitted,10,2013,2013,2014,1
Delhi,East,Convicted - Fined,7,2016,2016,2019,1
Assam,Sonitpur,Acquitted,10,2016,2016,2016,5
Delhi,New Delhi,Acquitted,1,2016,2016,2016,1
Assam,Sonitpur,Convicted,11,2019,2019,2019,1
Haryana,Kaithal,Acquitted,25,2019,2019,2020,4
Assam,Barpeta,Disposed,61,2018,2018,2018,1
Delhi,South West,Convicted - Plead Guilty,24,2018,2018,2019,3
Haryana,Panchkula,Convicted,24,2016,2016,2017,1
Delhi,Central,Acquitted,1,2014,2014,2019,8
Assam,Dibrugarh,Abated,13,2016,2016,2017,1
Assam,Dhubri,Acquitted,10,0   ,2015,2018,1
Assam,Jorhat,Disposed,30,2018,2018,2020,1
Assam,Udalguri,Acquitted,10,2017,2017,2018,2
Assam,Kamrup Metro,Abated,13,2017,2017,2019,1
Assam,Kamrup Metro,Convicted,11,2019,2019,2019,1
Assam,Cachar,Disposed,30,2017,2017,2017,2
Assam,Lakhimpur,Convicted,11,2016,2016,2018,2
Delhi,North,PO Consigned,12,2016,2016,2018,3
Haryana,Sirsa,Abated,29,2014,2014,2015,1
Haryana,Gurugram,Acquitted,25,2017,2017,2019,37
Haryana,Jhajjar,Transferred - Committal,33,2014,2014,2015,1
Haryana,Sirsa,Disposed of with directions,36,2016,2016,2017,1
Assam,Kokrajhar,Convicted,11,2019,2019,2020,3
Delhi,North West,Acquitted,1,2019,2019,2020,3
Assam,Dhubri,Transferred,1,2016,2016,2017,2
Haryana,Fatehabad,Convicted,24,2019,2019,2020,1
Delhi,Shahdara,Disposed,8,2019,2019,2019,4
Assam,Tinsukia,Disposed,30,2018,2018,2019,1
Haryana,Yamunanagar,Acquitted,25,2016,2016,2016,4
Assam,Sivasagar,Stayed,49,2016,2016,2017,1
Haryana,Jhajjar,Convicted,24,2016,2016,2018,2
Delhi,West,Discharged,3,2014,2014,2014,2
Assam,Dhubri,Convicted,11,0   ,2015,2016,3
