state_name,district_name,est_code,court_name,reg_year,fil_year,decision_year,act_name_std,section_name_std,total_cases
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2018,2018,2020,IPC,506,5
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2018,2018,2018,IPC,377,14
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2016,NA,IPC,506,29
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2014,2020,IPC,354,4
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2017,2016,2018,IPC,376,1
Haryana,Ambala,HRAMA1,"Criminal Courts, Naraingarh",2019,2019,2019,POCSO,4,3
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2016,2020,IPC,342,1
Assam,Sonitpur,ASSN07,Addl District and Sessions Judge,2015,2015,NA,POCSO,4,2
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2019,2019,2019,POCSO,10,1
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2020,2020,2020,IPC,509,1
Haryana,Hisar,HRHSA1,"Criminal Courts, Hansi",2020,2020,2020,IPC,354 A,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2014,NA,IPC,354 A,2
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2018,2018,NA,IPC,363,10
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,2019,IPC,376,8
Assam,Nalbari,ASNL01,District and Sessions Judge,2018,2018,2018,IPC,354 A,2
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2020,2020,2020,IPC,328,11
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2016,2016,2017,IPC,376D,2
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2020,2020,NA,POCSO,8,7
Assam,Kamrup,ASKR03,Chief Judicial Magistrate,2018,2018,NA,POCSO,8,3
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2016,2019,IPC,328,2
Assam,Barpeta,ASBR01,District and Sessions Judge,2018,2018,NA,IPC,342,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2015,NA,POCSO,8,3
Haryana,Yamunanagar,HRYN01,"District and Sessions Courts, Yamunanagar",2015,2015,2016,IPC,354,4
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2018,2018,NA,IPC,366,2
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2015,2015,2015,POCSO,12,8
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2018,2018,2018,POCSO,8,4
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2019,2019,NA,IPC,366,1
Haryana,Panchkula,HRPK03,"Criminal Courts, Panchkula",2019,2019,2019,IPC,302,1
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2020,2020,2020,POCSO,4,12
Assam,Baksa,ASBK03,Chief Judicial Magistrate,2018,2018,2018,IPC,354,2
Assam,Cachar,ASCC01,District And Sessions Judge Court,2015,2015,2015,POCSO,4,1
Haryana,Jind,HRJN03,"Criminal Courts, Jind",2018,2018,2020,IPC,354D,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2015,2019,IPC,363,2
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2019,2019,NA,IPC,377,5
Assam,Jorhat,ASJR01,District and Sessions Judge,2018,2018,2018,IPC,325,1
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2017,2017,2020,POCSO,6,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2018,2018,NA,IPC,354D,16
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2016,2016,2019,IPC,363,1
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2020,2020,NA,IPC,377,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2016,2016,2017,IPC,342,2
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2018,2017,NA,IPC,376,1
Assam,Nalbari,ASNL01,District and Sessions Judge,2015,2015,NA,IPC,366 A,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2014,2014,2016,POCSO,4,2
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,2018,POCSO,4,40
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2016,NA,IPC,376D,4
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2019,2019,NA,IPC,370,4
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2019,2019,NA,IPC,365,4
Assam,Baksa,ASBK01,District and Sessions Judge,2018,2018,NA,IPC,325,5
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2016,2018,POCSO,12,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2015,2015,2015,IPC,354 A,5
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2014,2014,2014,IPC,34 A,1
Haryana,Panchkula,HRPK03,"Criminal Courts, Panchkula",2016,2016,2019,IPC,323,1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2013,NA,IPC,366,2
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2017,2017,2019,IPC,342,1
Assam,Morigaon,ASMR01,"District and Sessions Judge,Morigaon",2018,2018,2018,POCSO,6,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2018,2018,2019,POCSO,8,5
Assam,Jorhat,ASJR01,District and Sessions Judge,2018,2018,2019,POCSO,8,2
Haryana,Ambala,HRAM03,"Criminal Courts, Ambala",2018,2018,NA,IPC,377,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2019,2019,NA,IPC,109,10
Assam,Kamrup,ASKR01,District and Sessions Judge,2018,2018,NA,IPC,366,1
Assam,Kamrup,ASKR03,Chief Judicial Magistrate,2018,2018,NA,IPC,343,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2018,2018,2019,IPC,201,1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2014,2020,IPC,366,1
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2016,2016,NA,IPC,354 A,9
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2015,2015,2017,IPC,354B,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2019,2019,2019,POCSO,8,3
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2018,2018,2018,POCSO,8,2
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2020,2020,NA,IPC,354 A,3
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2017,2016,2018,POCSO,6,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2018,2018,2018,IPC,509,5
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2014,2019,IPC,354,1
Haryana,Palwal,HRPL03,"Criminal Courts, Palwal",2019,2019,NA,IPC,376,6
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2018,2018,2019,IPC,109,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2014,NA,IPC,376,12
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2019,2019,NA,IPC,370,4
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2019,2019,2020,IPC,365,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2017,2017,2018,POCSO,10,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2020,2020,NA,IPC,509,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2019,2019,NA,POCSO,10,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2017,2017,NA,POCSO,6,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2017,2017,2017,POCSO,10,4
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2017,2016,NA,POCSO,4,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2016,NA,POCSO,10,7
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2019,2019,2020,IPC,34 A,1
Assam,Sivasagar,ASSV01,District and Sessions Judge Establishment,2015,2015,2019,IPC,341,1
Assam,Nagaon,ASNG01,District and Sessions Judge,2014,2014,2014,IPC,34 A,1
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2019,2019,NA,IPC,377,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2015,2015,2015,IPC,366 A,7
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2016,2020,IPC,354 A,3
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2019,2019,2019,IPC,363,2
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2017,2017,2017,POCSO,6,13
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2015,2015,2015,POCSO,12,9
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2018,2018,2019,IPC,366 A,21
Assam,Sonitpur,ASSN07,Addl District and Sessions Judge,2018,2018,2020,IPC,366 A,1
Assam,Dhemaji,AS2201,District and Sessions Judge,2016,2016,NA,POCSO,8,1
Haryana,Fatehabad,HRFT03,"Criminal Courts, Fatehabad",2016,2016,2017,POCSO,17,2
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2016,2016,2016,IPC,506,4
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2018,2018,2019,IPC,376(2)(i),1
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2019,2019,2019,POCSO,17,1
Haryana,Ambala,HRAM03,"Criminal Courts, Ambala",2016,2016,2017,IPC,201,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2016,2016,2018,IPC,323,1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2015,NA,IPC,354B,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2016,2020,POCSO,10,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2016,2016,2017,IPC,34 A,1
Haryana,Kaithal,HRKH03,"Criminal Courts, Kaithal",2017,2017,2018,POCSO,12,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,NA,IPC,365,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2014,NA,IPC,---,46
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2015,NA,IPC,342,1
Haryana,Ambala,HRAM03,"Criminal Courts, Ambala",2020,2020,2020,IPC,363,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2020,2020,2020,POCSO,8,3
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2019,2019,2019,POCSO,18,2
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2018,2018,2019,POCSO,6,10
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2016,2016,2016,POCSO,17,2
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2019,2019,NA,IPC,376,18
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2016,2016,2017,IPC,120 B,1
Delhi,South West,DLSW02,"Chief Metropolitan Magistrate, South-West, DWK",2019,2019,2019,IPC,506,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2018,2018,2019,IPC,376,3
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2018,2018,2019,IPC,354,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2019,2019,NA,IPC,509,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,2019,IPC,34 A,22
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2019,2019,2019,IPC,452,11
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2018,2018,2018,IPC,452,14
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2018,2018,2020,IPC,509,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2017,2017,2018,IPC,354D,2
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2016,2017,IPC,354B,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2016,2016,2016,IPC,120 B,2
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2019,2019,2019,IPC,376(2)(i),1
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2016,2016,NA,IPC,354,2
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2015,2015,NA,POCSO,12,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2019,2019,2020,POCSO,4,3
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2020,2020,NA,IPC,342,1
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2016,2016,2016,IPC,341,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2015,2017,IPC,354,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2017,2017,NA,IPC,344,2
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2019,2019,2019,IPC,420,5
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2020,2020,NA,POCSO,10,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2017,2017,2020,IPC,354,2
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2016,2016,NA,IPC,302,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2017,2017,2020,POCSO,12,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2017,2017,2019,IPC,365,2
Haryana,Jind,HRJN03,"Criminal Courts, Jind",2017,2017,2017,IPC,506,11
Assam,Nalbari,ASNL01,District and Sessions Judge,2019,2019,NA,IPC,294,2
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2015,2015,2016,IPC,376,2
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2019,2019,NA,IPC,509,1
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2018,2018,2018,POCSO,8,17
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2018,2018,NA,IPC,323,1
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2015,2015,2015,IPC,354D,2
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2018,2018,2019,IPC,34 A,3
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2018,2018,2019,IPC,506,2
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2016,2016,2016,IPC,342,22
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2019,2019,NA,IPC,354D,10
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2016,2019,IPC,363,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2020,2020,NA,IPC,328,2
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2019,2019,2019,IPC,34 A,15
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2018,2018,2018,IPC,366,5
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,2018,IPC,354D,5
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2017,2017,2017,IPC,376,20
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2015,2015,2017,IPC,506,4
Assam,Nalbari,ASNL01,District and Sessions Judge,2019,2019,2019,IPC,366 A,1
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2020,2020,2020,POCSO,6,20
Haryana,Faridabad,HRFB03,"Criminal Courts, Faridabad",2020,2019,2020,POCSO,8,1
Haryana,Kaithal,HRKH03,"Criminal Courts, Kaithal",2018,2018,2018,IPC,376D,2
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2019,2019,NA,IPC,365,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2015,0   ,2015,POCSO,4,31
Haryana,Kurukshetra,HRKU03,"Criminal Courts, Kurukshetra",2016,2016,2017,IPC,323,2
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2018,2018,NA,IPC,201,3
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2017,2017,2019,IPC,511,1
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2016,2016,2016,IPC,343,1
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2018,2018,2019,IPC,354D,1
Assam,Dhemaji,AS2201,District and Sessions Judge,2018,2018,NA,IPC,341,2
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2018,2018,2019,POCSO,4,20
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2019,2019,NA,IPC,363,6
Assam,Dibrugarh,ASDB01,District and Sessions Judge,2015,2015,2016,IPC,511,3
Assam,Jorhat,ASJR01,District and Sessions Judge,2017,2017,2018,IPC,376,2
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2016,2016,2016,IPC,34 A,2
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2017,2017,NA,IPC,366 A,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2017,2017,2018,IPC,302,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2016,2016,2016,POCSO,18,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2015,2015,2017,IPC,366 A,4
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2016,2016,2016,IPC,376D,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2017,2017,NA,POCSO,4,5
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2017,2017,2018,IPC,511,2
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2016,2016,NA,IPC,120 B,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2019,2018,NA,IPC,354,2
Assam,Sonitpur,ASSN01,District and Sessions Judge Sonitpur Tezpur,2015,2015,2017,POCSO,4,2
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2017,2017,NA,IPC,323,1
Assam,Dibrugarh,ASDB01,District and Sessions Judge,2014,2014,2016,IPC,376,2
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2017,2017,2019,POCSO,4,12
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2020,2020,NA,IPC,354 A,2
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2019,2019,2020,IPC,376,8
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2018,IPC,511,3
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2018,2018,2018,IPC,506,18
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2015,2015,2015,POCSO,12,3
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2016,2016,2016,IPC,366,2
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2016,2015,NA,IPC,341,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2019,2019,2020,IPC,120 B,1
Assam,Cachar,ASCC01,District And Sessions Judge Court,2017,2017,NA,IPC,342,4
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2020,2020,2020,IPC,506,16
Haryana,Rewari,HRRE03,"Criminal Courts, Rewari",2018,2018,2018,POCSO,4,3
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2018,2018,2018,POCSO,10,6
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2014,2014,2016,IPC,376IPC,2
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2017,2017,2017,IPC,452,3
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2015,2017,IPC,---,8
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2019,2019,NA,IPC,109,4
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,2019,IPC,34 A,3
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2017,2017,2019,POCSO,12,3
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2017,2017,2017,IPC,511,6
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2020,2020,NA,IPC,366 A,8
Assam,Bongaigaon,ASBN07,Sub-Divisional Judicial Magistrate,2019,2019,2019,IPC,420,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,2019,IPC,376(3),2
Haryana,Yamunanagar,HRYN01,"District and Sessions Courts, Yamunanagar",2014,2014,2015,IPC,354 A,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2014,2017,IPC,509,1
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2017,2017,NA,IPC,120 B,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2019,2019,2019,IPC,366 A,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2020,2020,NA,IPC,452,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2017,2017,NA,IPC,328,11
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2018,2018,2019,IPC,506,1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2020,2020,NA,POCSO,10,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2017,2017,2017,POCSO,6,5
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2017,2017,2017,IPC,376,14
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2019,2019,2019,IPC,363,2
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2016,2016,2017,IPC,509,1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2017,2017,2017,IPC,376,4
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2017,2017,2019,POCSO,4,2
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2016,2016,2017,POCSO,6,3
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2016,2016,2016,POCSO,4,7
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2016,2020,POCSO,10,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2017,2017,2019,IPC,323,3
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2019,2019,NA,POCSO,8,29
Assam,Dhubri,ASDU01,District and Sessions Judge,2016,2016,2019,IPC,376,2
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2016,NA,POCSO,10,9
Haryana,Jind,HRJNA0,"Criminal Courts, Narwana",2016,2016,2016,POCSO,4,2
Haryana,Fatehabad,HRFT01,"District  and Sessions Courts, Fatehabad",2018,2018,2019,IPC,506,16
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2017,2017,2017,IPC,34 A,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2020,2020,2020,POCSO,6,5
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2014,2014,2018,IPC,323,1
Assam,Cachar,ASCC01,District And Sessions Judge Court,2016,2016,2016,IPC,366,2
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2018,2018,NA,IPC,342,1
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2019,2019,NA,IPC,506,2
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2018,2018,2019,POCSO,8,5
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2018,2018,NA,IPC,365,2
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2014,2019,IPC,342,1
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2017,2017,2019,IPC,448,1
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2015,2014,2020,IPC,376,1
Assam,Dibrugarh,ASDB01,District and Sessions Judge,2016,2016,2017,IPC,366,2
Assam,Dibrugarh,ASDB01,District and Sessions Judge,2015,2015,2016,IPC,354,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2020,2020,NA,IPC,201,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2016,2016,2017,IPC,323,2
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2014,NA,IPC,342,2
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2018,2018,NA,IPC,354B,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2020,2020,2020,IPC,328,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2019,2019,2020,POCSO,18,1
Delhi,South West,DLSW02,"Chief Metropolitan Magistrate, South-West, DWK",2018,2018,NA,IPC,509,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2017,2017,2017,POCSO,4,30
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2018,2018,2018,IPC,363,3
Assam,Dhubri,ASDU01,District and Sessions Judge,2016,2016,2018,IPC,376,4
Assam,Cachar,ASCC01,District And Sessions Judge Court,2019,2019,NA,IPC,511,3
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2019,2019,NA,IPC,452,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2017,2017,NA,IPC,328,17
