act_id,act_name,section_name,act_issue_flag
1610,SC/ST Act ,ST,1
1612,POCSO Act,6,0
1614,ITPA,3,0
1615,ITPA,6,0
1616,"JJ Act, 2000",23,0
1617,"JJ Act, 2000",26,0
1618,I.P.C.,366 A,0
1622,I.P.C.,377,0
1623,I.P.C.,509,0
1624,POCSO Act,10,0
1625,POCSO Act,10,0
1632,I.P.C.,376 D,0
1633,I.P.C.,376 A,0
1634,I.P.C.,B) IPC,1
1635,I.P.C.,354 A,0
1636,I.P.C.,-1,1
1637,I.P.C.,366,0
1638,POCSO Act,12,0
1639,I.P.C.,363,0
1640,I.P.C.,366,0
1642,POCSO Act,14,0
1644,I.P.C.,376(2),0
1645,I.P.C.,209,0
1646,POCSO Act,9,0
1647,POCSO Act,11,0
1648,POCSO Act,3,0
1651,POCSO Act,17,0
1652,POCSO Act,4,0
1653,POCSO Act,14,0
1654,POCSO Act,12,0
1655,I.P.C.,452/506,0
1656,SC/ST Act ,3(2),1
1657,I.P.C.,363/366A,0
1658,POCSO Act,3,0
1659,POCSO Act,8,0
1660,POCSO Act,8/12,0
1661,POCSO Act,---,1
1663,POCSO Act,506,0
1664,I.P.C.,301,0
1665,POCSO Act,7,0
1666,POCSO Act,10,0
1667,POCSO Act,6/18,0
1668,I.P.C.,31,1
1669,POCSO Act,18,0
1671,POCSO Act,11,0
1673,POCSO Act,19,0
1677,POCSO Act,22(3),0
1679,POCSO Act,6,0
1680,POCSO Act,6,0
1681,I.P.C.,376 D,0
1683,POCSO Act,2,0
1684,I.P.C.,363,0
1687,POCSO Act,12,0
1688,POCSO Act,4,0
1689,POCSO Act,8,0
1690,POCSO Act,14(2),0
1693,POCSO Act,12,0
1694,POCSO Act,6,0
1695,POCSO Act,10,0
1696,POCSO Act,7,0
1697,POCSO Act,4,0
1698,POCSO Act,6,0
1699,Information Technology Act,67 C,0
1700,POCSO Act,9,0
1701,POCSO Act,---,1
1702,I.P.C.,173,0
1705,I.P.C.,354 A,0
1706,POCSO Act,4,0
1707,Information Technology Act,66 C,0
1713,SC/ST Act ,-2,1
1716,I.P.C.,318,0
1717,POCSO Act,6,0
1718,POCSO Act,11,0
1720,POCSO Act,11,0
1721,POCSO Act,12,0
1722,POCSO Act,18,0
1723,POCSO Act,8,0
1725,POCSO Act,14,0
1726,I.P.C.,354 A/354 B,0
1727,POCSO Act,---,1
1728,I.P.C.,216,0
1731,POCSO Act,16,0
1732,POCSO Act,3,0
1735,POCSO Act,7,0
1737,I.P.C.,190,0
1738,POCSO Act,12,0
1739,POCSO Act,5,0
1740,POCSO Act,6,0
1741,POCSO Act,4/6,0
1742,Information Technology Act,66 C,0
1744,POCSO Act,17,0
1745,POCSO Act,10,0
1748,I.P.C.,376(2)(n),0
1750,I.P.C.,294,0
1751,I.P.C.,427,0
1752,I.P.C.,509,0
1753,I.P.C.,366 A/376,0
1754,I.P.C.,354 A/506,0
1756,POCSO Act,8,0
1758,I.P.C.,366,0
1761,POCSO Act,4,0
1768,POCSO Act,5(n),0
1769,I.P.C.,363/366 A/376,0
1771,I.P.C.,366 A/120 B/376,0
1772,POCSO Act,4,0
1773,I.P.C.,354 D(2),0
1778,I.P.C.,354 A/323,0
1780,I.P.C.,(1)(1),1
1785,I.P.C.,354(1)(i),0
1786,I.P.C.,294,0
1790,POCSO Act,8,0
1795,I.P.C.,A,1
1801,I.P.C.,376(2)(i),0
1804,I.P.C.,3645,1
1809,I.P.C.,376(1),0
1814,POCSO Act,22,0
1816,I.P.C. & POCSO Act,313,0
1821,SC/ST Act ,11,1
1822,I.P.C.,366 A/450,0
1824,I.P.C.,120 B,0
1825,I.P.C.,B,1
1826,I.P.C.,306,0
1830,I.P.C.,376(2)(n),0
1845,I.P.C.,376(2)(n)/376(2)(f),0
1846,I.P.C.,292,0
1847,Arms Act,25,0
1848,Arms Act,27,0
1854,I.P.C.,496,0
1855,I.P.C.,376 AB,0
1857,SC/ST Act ,Z,1
1858,SC/ST Act ,B,1
1859,SC/ST Act ,II,1
1861,I.P.C. & POCSO Act,354 A(1); 10,0
1868,I.P.C.,15,1
1869,Information Technology Act,67 B,0
1876,I.P.C.,467,0
1877,I.P.C.,376 D,0
1878,I.P.C.,370 A,0
1879,I.P.C.,363/366,0
1889,I.P.C.,354 D(1),0
1892,POCSO Act,9,0
1898,I.P.C.,376(2)(f),0
1902,I.P.C.,293,0
1904,I.P.C.,(1)(i),1
1917,I.P.C.,354(1),0
1918,I.P.C.,354 A(1)(i),0
1919,POCSO Act,6,0
1921,I.P.C.,336 A,0
1923,POCSO Act & SC/ST Act,12; 3,0
1924,POCSO Act,ST,1
1929,I.P.C.,354(b),0
1934,I.P.C.,373,0
1939,SC/ST Act ,3(2),1
1941,I.P.C.,354 A(1)(i),0
1945,I.P.C.,354 A(1),0
1946,I.P.C. & POCSO Act,506,0
1947,Information Technology Act,67 A,0
1948,I.P.C.,376(2)(f),0
1950,Information Technology Act,67 B,0
1952,POCSO Act,20,0
1962,I.P.C.,354 A/354 C/354 D,0
1968,POCSO Act,17,0
1971,POCSO Act,6,0
1972,POCSO Act,5(n),0
1973,POCSO Act,8,0
1974,POCSO Act,10,0
1976,I.P.C.,363/366/376,0
1979,POCSO Act,8,0
1981,I.P.C.,501,0
1983,POCSO Act,ACT,1
1987,I.P.C.,509,0
1989,I.P.C.,370,0
1990,Probation of Offenders Act,14,1
1994,POCSO Act,6,0
1996,I.P.C.,342,0
2000,I.P.C.,34,0
2001,I.P.C.,346,0
2002,Cr. P. C.,IPC,1
2003,I.P.C.,109,0
2008,POCSO Act,12,0
2010,POCSO Act,9(m),0
2030,Child Labour (Prohibition and Regulation) Act,3,0
2035,I.P.C.,366 A/376,0
2036,I.P.C.,507,0
2042,I.P.C.,241,0
2047,POCSO Act,6L,1
2048,POCSO Act,10G,1
2053,I.P.C.,341,0
2060,I.P.C.,212,0
2061,I.P.C.,216 A,0
2062,POCSO Act,5(2),0
2066,I.P.C. & POCSO Act,366; 4,0
2068,I.P.C.,232,0
2074,POCSO Act,8,0
2077,POCSO Act,10,0
2078,I.P.C.,307,0
2087,POCSO Act,6,0
2088,I.P.C.,406,0
2089,I.P.C.,506,0
2092,POCSO Act,4,0
2093,POCSO Act,6,0
2094,POCSO Act,8,0
2098,POCSO Act,10,0
2099,I.P.C.,354 C,0
2100,POCSO Act,17,0
2101,Information Technology Act,67 B,0
2102,POCSO Act,18,0
2104,POCSO Act,12,0
2107,POCSO Act,3,0
2108,POCSO Act,9,0
2111,SC/ST Act ,3(i),1
2112,I.P.C.,560,0
2115,I.P.C.,120 B,0
2116,I.P.C.,366 A,0
2117,POCSO Act,---,1
2120,I.P.C.,202,0
2127,I.P.C.,541,0
2128,I.P.C.,352,0
2132,I.P.C.,363/366,0
2134,POCSO Act,21,0
2136,POCSO Act,5,0
2145,I.P.C.,354 D,0
2146,I.P.C.,452/506,0
2151,"SC/ST Act, 1989",3(1)(x),0
2153,I.P.C.,330,0
2160,I.P.C.,37,0
2168,I.P.C.,120 B,0
2169,I.P.C.,261,0
2172,I.P.C.,249,0
2173,I.P.C.,354 A(3),0
2174,POCSO Act,21(2),0
2175,I.P.C.,229,0
2176,I.P.C.,234,0
2177,I.P.C. & POCSO Act,506/509; 12,0
2178,I.P.C.,254,0
2179,Medical Termination of Pregnency Act,27,1
2180,I.P.C.,392,0
2181,"JJ Act, 2015",79,0
2182,I.P.C.,253,0
2183,Narcotic Drugs and Psychotropic Substances Act,27,0
2184,Narcotic Drugs and Psychotropic Substances Act,61,0
2185,Narcotic Drugs and Psychotropic Substances Act 1985,85,1
2186,I.P.C.,376 AB,0
2187,I.P.C.,376/506,0
2188,"SC/ST Amendment Act, 2015",3(1)(i),0
2189,I.P.C.,342/506/120 B,0
2190,I.P.C.,482,0
2191,I.P.C.,376 AB,0
2192,I.P.C.,505,0
2193,POCSO Act,5,0
2194,I.P.C.,308,0
2195,"SC/ST Amendment Act, 2015",3(1)(s),0
2196,"JJ Act, 2000",23,0
2197,PCMA,9,0
2198,I.P.C.,367 D,0
2199,I.P.C.,292,0
2200,I.P.C.,354,0
2201,I.P.C.,376(2)(F)(I),0
2202,I.P.C.,376(3),0
2203,Arms Act,27,0
2204,Arms Act,54,1
2205,Motor Vehicles Act,5,0
2206,Motor Vehicles Act,180,0
2207,Motor Vehicles Act,3,0
2208,Motor Vehicles Act,181,0
2209,I.P.C. & POCSO Act,34; 8,0
2210,"JJ Act, 2015",75,0
2211,I.P.C.,358,0
2212,I.P.C.,244,0
2213,I.P.C. & POCSO Act,354,0
2214,POCSO Act,21(1),0
2215,I.P.C.,363,0
2216,I.P.C.,376,0
2217,"JJ Act, 2015",77,0
2218,I.P.C.,170,0
2219,I.P.C.,354/506,0
2220,"JJ Act, 2015",79,0
2221,I.P.C.,354 D,0
2222,POCSO Act,3,0
2223,POCSO Act,5,0
2224,I.P.C.,376,0
2225,I.P.C.,363,0
2226,I.P.C.,366,0
2227,I.P.C.,376(2),0
2228,I.P.C.,376,0
2230,POCSO Act,9,0
2231,I.P.C.,342,0
2232,I.P.C.,506,0
2233,I.P.C.,34,0
2234,I.P.C.,373,0
2235,I.P.C.,120 B,0
2236,I.P.C.,367,0
2237,I.P.C.,328,0
2241,I.P.C.,377,0
2243,POCSO Act,7,0
2244,I.P.C.,370,0
2245,I.P.C.,374,0
2246,POCSO Act,11,0
2247,I.P.C.,354,0
2248,I.P.C.,509,0
2249,I.P.C.,376(3),0
2250,POCSO Act,5(n),0
2251,I.P.C.,511,0
2252,I.P.C.,366 A,0
2254,I.P.C.,174 A,0
2256,I.P.C.,354 A,0
2257,I.P.C.,354 B,0
2258,I.P.C.,451,0
2260,I.P.C.,323,0
2261,I.P.C.,376(2),0
2263,I.P.C.,377,0
2264,POCSO Act,21,0
2266,POCSO Act,6,0
2268,I.P.C.,376 D,0
2269,I.P.C.,376(2)(i),0
2271,POCSO Act,9(n),0
2272,I.P.C.,506,0
2274,I.P.C.,452,0
2280,I.P.C.,365,0
2282,I.P.C.,366 A/328,0
2283,I.P.C.,354,0
2284,POCSO Act,6,0
2287,I.P.C.,302,0
2288,I.P.C.,307,0
2290,I.P.C.,341,0
2291,I.P.C.,326,0
2292,I.P.C.,376 D,0
2293,I.P.C.,109,0
2294,I.P.C.,504,0
2295,"JJ Act, 2015",85,0
2303,POCSO Act,9(m),0
2304,POCSO Act,11(iv),0
2305,I.P.C.,384,0
2306,POCSO Act,---,1
2313,POCSO Act,21,0
2316,I.P.C.,427,0
2318,I.P.C.,323/354,0
2319,I.P.C.,506/34,0
2321,I.P.C.,379,0
2324,I.P.C.,343,0
2329,SC/ST Act ,3,1
2330,POCSO Act,19,0
2337,I.P.C.,368,0
2342,POCSO Act,9(l),0
2345,POCSO Act,5(j)(ii)/5(l),0
2346,I.P.C.,376(2)(i)/376(2)(n),0
2351,POCSO Act,12,0
2352,I.P.C.,323,0
2354,I.P.C.,356,0
2355,I.P.C.,376(2)(f),0
2356,Arms Act,25,0
2358,POCSO Act,4,0
2359,I.P.C.,354 A(i),0
2360,I.P.C.,376 C,0
2364,I.P.C.,365/344,0
2365,I.P.C.,346,0
2366,I.P.C.,380,0
2367,I.P.C.,411,0
2369,POCSO Act,9(m)/9(n),0
2370,I.P.C.,394,0
2371,I.P.C.,397,0
2372,I.P.C.,376(2)(n),0
2373,I.P.C.,325,0
2374,I.P.C.,354B,0
2375,I.P.C.,367,0
2376,I.P.C.,308,0
2377,I.P.C.,509,0
2378,I.P.C.,34,0
2379,I.P.C.,506,0
2381,I.P.C.,313,0
2388,I.P.C.,325,0
2389,I.P.C.,435,0
2391,I.P.C.,156,0
2392,I.P.C.,376,0
2393,I.P.C.,376 DB,0
2394,I.P.C.,392,0
2395,I.P.C.,376(2)(n)/376(2)(i),0
2397,I.P.C.,354 C,0
2405,POCSO Act,6,0
2406,POCSO Act,5(l),0
2409,I.P.C.,376 AB,0
2410,POCSO Act,12,0
2411,POCSO Act,9(p)/12,0
2413,I.P.C.,376 C,0
2414,I.P.C.,363,0
2415,I.P.C.,---,1
2416,I.P.C.,403,0
2417,I.P.C.,420,0
2419,POCSO Act,1011,1
2421,I.P.C.,344,0
2423,POCSO Act,5(j)(ii)/5(l),0
2424,I.P.C.,376(3),0
2427,I.P.C.,279,0
2430,POCSO Act,10,0
2448,I.P.C.,376 AB,0
2449,I.P.C.,312,0
2450,I.P.C.,201,0
2454,POCSO Act,14,0
2458,POCSO Act,16,0
2463,POCSO Act,POCSO,1
2467,I.P.C.,370 A,0
2470,POCSO Act,6,0
2473,I.P.C.,376 A,0
2474,I.P.C.,354 A,0
2475,I.P.C.,354 D,0
2480,POCSO Act,8,0
2481,I.P.C.,454,0
2482,I.P.C.,376(2)(f)/376(2)(n),0
2490,POCSO Act,18,0
2491,I.P.C.,511,0
2492,I.P.C.,376(3)/506,0
2501,I.P.C.,455,0
2503,I.P.C.,457,0
2504,I.P.C.,506,0
2505,POCSO Act,11(I),0
2508,POCSO Act,5(l)(m),0
2519,POCSO Act,9(e),0
2521,POCSO Act,5(m),0
2523,I.P.C.,376(1),0
2527,POCSO Act,5(l)(n),0
2531,I.P.C.,376/506,0
2534,POCSO Act,12,0
2535,I.P.C.,363,0
2536,POCSO Act,8,0
2537,I.P.C.,354 A,0
2538,I.P.C.,354,0
2539,POCSO Act,4,0
2540,I.P.C.,376/328/120 B,0
2541,Provincial Small Cause Court Act 1887,---,1
2542,POCSO Act,4,0
2543,POCSO Act,6,0
2544,POCSO Act,8,0
2545,POCSO Act,12,0
2547,I.P.C.,376(2)(g),0
2548,Cr. P. C.,---,1
2549,POCSO Act,21,0
2550,POCSO Act,10,0
2551,I.P.C.,376,0
2552,I.P.C.,376,0
2554,I.P.C.,376 C,0
2555,I.P.C.,363,0
2559,POCSO Act,17,0
2562,I.P.C.,366,0
2563,Hindu Marriage Act 1956,67,1
2564,POCSO Act,16,0
2565,I.P.C.,376(2)(f),0
2568,POCSO Act,9(n),0
2569,I.P.C.,354 D/354 B,0
2570,I.P.C.,506/452,0
2571,I.P.C.,-12363,1
2572,I.P.C.,3765,1
2573,I.P.C.,0.366,1
2574,I.P.C.,323,0
2575,I.P.C.,354,0
2576,I.P.C.,506,0
2577,I.P.C.,34,0
2579,I.P.C.,355,0
2580,I.P.C.,363/367/377,0
2582,POCSO Act,6,0
2584,I.P.C.,506,0
2586,I.P.C.,242,0
2587,POCSO Act,3,0
2588,I.P.C.,174,0
2591,I.P.C.,354 B,0
2592,I.P.C.,3541,1
2593,I.P.C.,3786,1
2594,POCSO Act,13,0
2595,Information Technology Act,67,0
2596,POCSO Act,18,0
2597,POCSO Act,0,0
2598,I.P.C.,3213,1
2599,I.P.C.,323/354/354 B,0
2601,POCSO Act,8,0
2602,POCSO Act,---,1
2605,I.P.C.,385,0
2606,POCSO Act,7,0
2608,I.P.C.,1098,1
2609,I.P.C.,354 B,0
2610,I.P.C.,-2,1
2611,I.P.C.,354 B,0
2612,POCSO Act,9,0
2613,I.P.C.,354/354 D/506,0
2614,I.P.C.,509,0
2617,I.P.C.,3623,1
2618,POCSO Act,14,0
2619,I.P.C.,395,0
2621,POCSO Act,5,0
2622,I.P.C.,342/354/354 B,0
2623,I.P.C.,307,0
2625,I.P.C.,363/354/354 D,0
2627,POCSO Act,22,0
2628,I.P.C.,376,0
2629,I.P.C.,363,0
2630,I.P.C.,466,0
2632,I.P.C.,376,0
2633,I.P.C.,365,0
2634,I.P.C.,120 B,0
2635,I.P.C.,34,0
2636,I.P.C.,354 A/354 D/341,0
2637,I.P.C.,354 D,0
2638,I.P.C.,354,0
2639,I.P.C.,323,0
2643,I.P.C.,108,0
2644,I.P.C.,489 A,0
2645,POCSO Act,11,0
2646,Hindu Minority and Guardianship Act 1956,---,1
2647,I.P.C.,238,0
2648,I.P.C.,394,0
2649,POCSO Act,2,1
2652,I.P.C.,506,0
2655,I.P.C.,377,0
2656,I.P.C.,506,0
2657,I.P.C.,511,0
2658,I.P.C.,354 A,0
2659,I.P.C.,354 A,0
2660,I.P.C.,328,0
2661,I.P.C.,354 A/376,0
2662,I.P.C.,366/376,0
2664,I.P.C.,354 A,0
2665,I.P.C.,354 D,0
2666,I.P.C.,354 A/354 D/509,0
2667,I.P.C.,354 D,0
2669,I.P.C.,354 B/451,0
2670,Provident Fund Insurance Act,---,1
2671,I.P.C.,4561,1
2672,PCMA,10,0
2673,Arms Act,24,1
2674,Arms Act,29,0
2675,I.P.C.,376/506,0
2677,Child Labour (Prohibition and Regulation) Act,3,0
2678,Child Labour (Prohibition and Regulation) Act,14,0
2679,I.P.C.,376(2)(I)/376(2)(f),0
2681,I.P.C.,354D /506,0
2682,I.P.C.,363/366/376,0
2684,I.P.C.,4652,1
2685,I.P.C.,376/506/120,0
2686,I.P.C.,516,0
2687,POCSO Act,6,0
2688,POCSO Act,14,0
2689,POCSO Act,8,0
2691,POCSO Act,4,0
2692,POCSO Act,12,0
2693,POCSO Act,10,0
2694,POCSO Act,8,0
2696,I.P.C.,341,0
2697,I.P.C.,0,1
2698,POCSO Act,12,0
2701,I.P.C.,354 D,0
2702,POCSO Act,6,0
2704,POCSO Act,6,0
2706,POCSO Act,8,0
2708,POCSO Act,6,0
2709,POCSO Act,6,0
2711,POCSO Act,6,0
2712,POCSO Act,6,0
2713,I.P.C.,(2,1
2714,I.P.C.,)(F)(2),1
2715,I.P.C.,(J)IPC,1
2716,"JJ Act, 2015",75,0
2717,I.P.C.,376(2)(n),0
2719,"JJ Act, 2015",79,0
2720,Child Labour (Prohibition and Regulation) Act,14,0
2721,PCMA,9,0
2722,"POCSO Act & JJ Act, 2015",8; 77,0
2723,I.P.C.,354 A,0
2724,POCSO Act,12,0
2725,POCSO Act,4,0
2727,I.P.C.,376(2),0
2728,I.P.C.,i)IPC,1
2729,POCSO Act,10,0
2730,POCSO Act,4,0
2731,POCSO Act,10,0
2732,I.P.C.,376(2)(I),0
2733,POCSO Act,6,0
2735,POCSO Act,4,0
2736,I.P.C.,I,1
2737,I.P.C.,F,1
2738,I.P.C.,J,1
2739,I.P.C.,506,0
2740,I.P.C.,511,0
2742,I.P.C.,174 A,0
2743,POCSO Act,17,0
2745,POCSO Act,12,0
2746,I.P.C.,376 AB,0
2747,POCSO Act,6,0
2748,I.P.C.,354,0
2749,I.P.C.,376(2)(I)/376(2)(h),0
2750,POCSO Act,6,0
2753,I.P.C.,368,0
2754,POCSO Act,21,0
2755,POCSO Act,4,0
2756,POCSO Act,12,0
2757,I.P.C.,328,0
2758,I.P.C.,383,0
2759,POCSO Act,4,0
2760,I.P.C.,376(2)(f),0
2762,I.P.C.,511/323,0
2763,POCSO Act,17,0
2764,POCSO Act,11(i),0
2765,POCSO Act,7,0
2766,I.P.C.,376(2)(n),0
2769,I.P.C.,354,0
2770,I.P.C.,506,0
2772,Child Labour (Prohibition and Regulation) Act,3,0
2773,"JJ Act, 2000",26,0
2776,I.P.C.,376(2)(h),0
2777,I.P.C.,384/506/328,0
2778,POCSO Act,5(a),0
2779,Information Technology Act,66 A,0
2780,POCSO Act,4,0
2781,POCSO Act,17,0
2782,ITPA,6,0
2783,I.P.C.,504,0
2785,I.P.C.,N,1
2786,POCSO Act,L,1
2787,POCSO Act,N POCSOACT,1
2788,I.P.C.,376(2)(g),0
2789,I.P.C.,325,0
2790,I.P.C.,427,0
2792,I.P.C.,174,0
2793,POCSO Act,4,0
2794,POCSO Act,12,0
2795,I.P.C.,376 C/376 D,0
2798,I.P.C.,376(3),0
2801,POCSO Act,6,0
2802,POCSO Act,6,0
2803,"SC/ST Act, 1989",3(2)(v),0
2804,SC/ST Act ,STACT,1
2806,POCSO Act,21,0
2808,I.P.C.,308,0
2810,POCSO Act,16,0
2813,I.P.C.,376(2)(l),0
2815,POCSO Act,10,0
2816,POCSO Act,POCSP,1
2818,I.P.C.,376(2),0
2819,I.P.C.,376(2)(n),0
2820,POCSO Act,6,0
2821,I.P.C.,376 D,0
2823,POCSO Act,15,0
2824,POCSO Act,8,0
2825,POCSO Act,18,0
2827,POCSO Act,9,0
2828,Information Technology Act,67 B,0
2830,Prize Chits and Money Circulation Schemes (Banning) Act,3,0
2831,Prize Chits and Money Circulation Schemes (Banning) Act,XI,1
2832,POCSO Act,5(m),0
2833,POCSO Act,5(n),0
2834,I.P.C.,365,0
2835,ITPA,6,0
2836,I.P.C.,366 A/376,0
2837,"JJ Act, 2015",75,0
2839,I.P.C.,354 A,0
2840,I.P.C.,506,0
2841,POCSO Act,8,0
2844,I.P.C.,354 A,0
2845,I.P.C.,32,0
2846,I.P.C.,344,0
2847,POCSO Act,10,0
2849,I.P.C.,354 A,0
2852,POCSO Act,5(g),0
2853,POCSO Act,4,0
2855,POCSO Act,8,0
2856,I.P.C.,366,0
2857,I.P.C.,376,0
2858,I.P.C.,384,0
2859,I.P.C.,471,0
2860,I.P.C.,506,0
2863,POCSO Act,8,0
2864,I.P.C.,354 B,0
2865,POCSO Act,8,0
2868,ITPA,3,0
2869,ITPA,4,0
2870,Information Technology Act,05D(1),1
2871,ITPA,6,0
2872,ITPA,7,0
2874,Arms Act,27,0
2875,I.P.C.,(N),1
2876,I.P.C.,0,1
2877,POCSO Act,6/17,0
2878,I.P.C.,376 AB,0
2881,I.P.C.,354 B/34,0
2882,"SC/ST Amendment Act, 2015",3(1)(r)/3(1)(s),0
2883,POCSO Act,6,0
2884,I.P.C.,182,0
2885,POCSO Act,4/6,0
2886,I.P.C.,354 A,0
2889,I.P.C.,38,0
2890,POCSO Act,11(i),0
2891,POCSO Act,11(iii),0
2892,I.P.C.,387,0
2893,Information Technology Act,66 E,0
2894,I.M.C. Act,---,1
2896,I.P.C.,354 D/363,0
2897,POCSO Act,21,0
2898,POCSO Act,11(iv),0
2900,POCSO Act,6,0
2901,POCSO Act,12,0
2904,I.P.C. & Information Technology Act,354 C; 67,0
2906,Information Technology Act,67 B,0
2907,POCSO Act,8,0
2908,POCSO Act,POCSOACT,1
2909,POCSO Act,12,0
2911,Information Technology Act,66 A,0
2913,I.P.C.,376/34,0
2914,I.P.C.,354 C,0
2915,Information Technology Act,67,0
2916,I.P.C.,376/195 A,0
2918,"POCSO Act & JJ Act, 2015",12; 77,0
2919,"JJ Act, 2000",24,0
2920,I.P.C.,354 A,0
2922,I.P.C.,376,0
2923,I.P.C.,511,0
2924,I.P.C.,376(2)(I)/372(2)(n),0
2925,I.P.C.,315,0
2926,POCSO Act,6(1)(N)POCSOACT,1
2927,I.P.C.,K,1
2928,I.P.C.,M,1
2930,I.P.C.,376 D,0
2931,I.P.C.,506,0
2932,I.P.C.,354 B,0
2934,POCSO Act,5,0
2936,I.P.C. & POCSO Act,354 A,0
2938,POCSO Act,R,1
2939,POCSO Act,6,0
2940,POCSO Act,8/12,0
2941,I.P.C.,370,0
2942,POCSO Act,5(b),0
2946,I.P.C.,376(2)(n),0
2947,Information Technology Act,66 E,0
2948,Information Technology Act,67 B,0
2949,PCMA,9,0
2950,I.P.C.,354 A/354 B,0
2951,POCSO Act,8,0
2952,I.P.C.,498 A,0
2953,POCSO Act,12,0
2954,POCSO Act,16,0
2957,I.P.C.,313,0
2960,I.P.C.,174,0
2962,Information Technology Act,66,0
2964,I.P.C.,(f),1
2965,POCSO Act,18,0
2966,I.P.C.,292,0
2967,POCSO Act,8,0
2968,"JJ Act, 2000",23,0
2970,POCSO Act,4,0
2971,POCSO Act,12,0
2972,I.P.C. & POCSO Act,506; 9(m),0
2975,I.P.C.,399,0
2977,I.P.C.,606,0
2978,I.P.C.,37A,1
2979,I.P.C.,198,0
2980,POCSO Act,6,0
2981,POCSO Act,5(m),0
2982,I.P.C.,POCSO,1
2983,I.P.C.,(f)& (i),1
2984,I.P.C.,194,0
2985,I.P.C.,377,0
2986,"JJ Act, 2000",12,0
2987,I.P.C.,363,0
2988,I.P.C.,404,0
2989,I.P.C.,354/354 A,0
2990,I.P.C.,354 D/323,0
2991,I.P.C.,506/509,0
2992,I.P.C.,220,0
2993,I.P.C.,17,0
2994,I.P.C.,219,0
2995,I.P.C.,32B,1
2996,POCSO Act,5,0
2997,I.P.C.,354,0
2998,POCSO Act,16,0
3001,I.P.C.,376,0
3002,I.P.C.,506,0
3003,I.P.C.,376,0
3004,I.P.C.,363,0
3005,POCSO Act,10,0
3006,POCSO Act,4/6,0
3007,I.P.C.,239,0
3008,I.P.C.,376(2)(n),0
3009,I.P.C.,240,0
3010,I.P.C.,509,0
3011,POCSO Act,`,1
3012,POCSO Act,12,0
3013,I.P.C.,251,0
3014,POCSO Act,5(l),0
3015,POCSO Act,J(ii),1
3016,I.P.C.,376(2)(n),0
3017,I.P.C.,448,0
3018,I.P.C.,506,0
3019,I.P.C.,376(3)/452,0
3020,I.P.C.,457/354,0
3021,I.P.C.,377/120 B/34,0
3022,I.P.C.,425,0
3023,Arms Act,59,1
3024,Cr. P. C.,POCSOACT,1
3025,I.P.C.,342,0
3026,PCMA,11,0
3028,POCSO Act,9(m)/10,0
3030,Factories Act,14,1
3031,POCSO Act,8,0
3032,POCSO Act,10,0
3033,POCSO Act,12,0
3034,POCSO Act,4,0
3035,POCSO Act,6,0
3037,POCSO Act,---,1
3038,POCSO Act,17,0
3040,I.P.C.,292(2),0
3041,SC/ST Act ,3,1
3042,SC/ST Act ,3,1
3043,SC/ST Act ,1,1
3044,SC/ST Act ,S,1
3047,POCSO Act,9,0
3049,I.P.C.,370(4),0
3050,"JJ Act, 2000",4,1
3051,"JJ Act, 2000",5,1
3052,POCSO Act,5,0
3055,POCSO Act,7,0
3058,I.P.C.,506,0
3059,POCSO Act,18,0
3068,I.P.C.,376,0
3070,I.P.C.,354,0
3075,POCSO Act,21,0
3077,POCSO Act,3,0
3080,POCSO Act,9(m),0
3081,POCSO Act,16,0
3083,POCSO Act,3(b),0
3092,I.P.C.,342,0
3093,I.P.C.,354 B,0
3094,I.P.C.,377 D,0
3102,I.P.C.,354 A,0
3103,I.P.C.,453,0
3108,POCSO Act,21(2),0
3113,POCSO Act,6,0
3114,I.P.C.,142,0
3123,I.P.C.,323,0
3124,Motor Vehicles Act,146,0
3125,Motor Vehicles Act,196,0
3126,I.P.C.,456,0
3130,I.P.C.,354,0
3132,I.P.C.,442,0
3138,I.P.C.,509/506,0
3140,POCSO Act,11,0
3141,I.P.C.,363/365,0
3143,POCSO Act,8,0
3147,I.P.C.,363,0
3148,POCSO Act,11(i),0
3155,POCSO Act,6,0
3156,Mental Health Act 1987,85,1
3157,POCSO Act,11(i),0
3161,POCSO Act,11(ii),0
3162,POCSO Act,19(i),0
3163,POCSO Act,20,0
3164,I.P.C.,354 D,0
3165,I.P.C.,506,0
3166,I.P.C.,34,0
3167,POCSO Act,5(m),0
3169,I.P.C.,376(2)(j)/376(2)(l)/506,0
3170,I.P.C.,118,0
3171,I.P.C.,354 A,0
3176,I.P.C.,376,0
3181,I.P.C.,376 A,0
3188,I.P.C.,377,0
3196,I.P.C.,354D,0
3200,I.P.C.,353,0
3201,I.P.C.,451,0
3202,I.P.C.,326B,1
3203,POCSO Act,5(g)/5(l),0
3204,POCSO Act,9(m)/10,0
3206,"SC/ST Amendment Act, 2015",3(2)(va),0
3208,I.P.C.,16B,1
3209,I.P.C.,79,0
3212,I.P.C.,357,0
3220,I.P.C.,366 A,0
3226,I.P.C.,324,0
3227,POCSO Act,8,0
3228,POCSO Act,4,0
3229,POCSO Act,10,0
3230,POCSO Act,21,0
3231,POCSO Act,12,0
3232,POCSO Act,6,0
3233,POCSO Act,16,0
3234,I.P.C.,376(2)(m),0
3235,I.P.C.,372,0
3236,I.P.C.,363/376,0
3237,POCSO Act,7,0
3238,POCSO Act,18,0
3239,POCSO Act,21(1),0
3240,POCSO Act,4,0
3241,I.P.C.,406,0
3242,I.P.C.,374 B,0
